active,passive,verb,bad,exclude,match
The restaurant fried potatoes.,Potatoes were fried by the restaurant.,fry,,,TRUE
The mother fried some bacon.,Some bacon was fried by the mother.,fry,,,TRUE
The teenager fried a burger.,A burger was fried by the teenager.,fry,,,TRUE
The family fried plantains.,Plantains were fried by the family.,fry,,,TRUE
The neighbor fried donuts.,Donuts were fried by the neighbor.,fry,,,TRUE
The picnic attendees grilled hot dogs.  ,Hot dogs were grilled by the picnic attendees.,grill,,,TRUE
The couple toasted their anniversary.,Their anniversary was toasted by the couple.,toast,,,TRUE
The children toasted their victory in the game.,Their victory in the game was toasted by the children.,toast,,,TRUE
The teacher began the lesson.  ,The lesson was begun by the teacher.,begin,,,TRUE
The chef began the cooking.  ,The cooking was begun by the chef.,begin,,,TRUE
The students began the project.  ,The project was begun by the students.,begin,,,TRUE
The team began the game.  ,The game was begun by the team.,begin,,,TRUE
The artist began the painting.  ,The painting was begun by the artist.,begin,,,TRUE
The company began a new initiative.  ,A new initiative was begun by the company.,begin,,,TRUE
The doctor began the examination.  ,The examination was begun by the doctor.,begin,,,TRUE
The writer began a novel.  ,A novel was begun by the writer.,begin,,,TRUE
The child began the exercise.  ,The exercise was begun by the child.,begin,,,TRUE
The writer started a new book.  ,A new book was started by the writer.,start,,,TRUE
The child captured a butterfly.,A butterfly was captured by the child.,capture,,,TRUE
The artist captured her inspiration.,Her inspiration was captured by the artist.,capture,,,TRUE
The lifeguard rescued a drowning swimmer.  ,A drowning swimmer was rescued by the lifeguard.,rescue,,,TRUE
The organization rescued several abandoned dogs.  ,Several abandoned dogs were rescued by the organization.,rescue,,,TRUE
The neighbors rescued a trapped bird.  ,A trapped bird was rescued by the neighbors.,rescue,,,TRUE
The cat ate the fish.,The fish was eaten by the cat.,eat,,,TRUE
The child ate the cookie.,The cookie was eaten by the child.,eat,,,TRUE
The dog ate the steak.,The steak was eaten by the dog.,eat,,,TRUE
The chef ate his creation.,His creation was eaten by the chef.,eat,,,TRUE
The student ate the sandwich.,The sandwich was eaten by the student.,eat,,,TRUE
The family ate dinner together.,Dinner was eaten together by the family.,eat,,,TRUE
The bird ate the seeds.,The seeds were eaten by the bird.,eat,,,TRUE
The toddler ate the apple.,The apple was eaten by the toddler.,eat,,,TRUE
The athlete ate the bananas.,The bananas were eaten by the athlete.,eat,,,TRUE
The gardener raised many flowers.  ,Many flowers were raised by the gardener.,raise,,,TRUE
The teacher raised a question.  ,A question was raised by the teacher.,raise,,,TRUE
The children raised their hands.  ,Their hands were raised by the children.,raise,,,TRUE
The organization raised funds.  ,Funds were raised by the organization.,raise,,,TRUE
The committee raised a concern.  ,A concern was raised by the committee.,raise,,,TRUE
The parents raised a toast.  ,A toast was raised by the parents.,raise,,,TRUE
A chef raised his knife.  ,His knife was raised by a chef.,raise,,,TRUE
The artist sprayed some paint.  ,Some paint was sprayed by the artist.,spray,,,TRUE
The child squirted water.,Water was squirted by the child.,squirt,,?,TRUE
The chef squirted lemon juice.,Lemon juice was squirted by the chef.,squirt,,,TRUE
A clown squirted whipped cream.,Whipped cream was squirted by a clown.,squirt,,,TRUE
The artist squirted paint.,Paint was squirted by the artist.,squirt,,,TRUE
The scientist squirted liquid into a test tube.,Liquid was squirted into a test tube by the scientist.,squirt,,,TRUE
The gardener squirted fertilizer.,Fertilizer was squirted by the gardener.,squirt,,,TRUE
A kid squirted ketchup.,Ketchup was squirted by a kid.,squirt,,,TRUE
The worker squirted soap.,Soap was squirted by the worker.,squirt,,,TRUE
The mechanic squirted oil.,Oil was squirted by the mechanic.,squirt,,,TRUE
The cat soaked its paws.,Its paws were soaked by the cat.,soak,,,TRUE
The scientist trapped a rabbit.  ,A rabbit was trapped by the scientist.,trap,,,TRUE
The farmer trapped a fox.  ,A fox was trapped by the farmer.,trap,,,TRUE
The child trapped an insect.  ,An insect was trapped by the child.,trap,,,TRUE
The hunter trapped a bird.  ,A bird was trapped by the hunter.,trap,,,TRUE
The trapper trapped a raccoon.  ,A raccoon was trapped by the trapper.,trap,,,TRUE
The committee expelled a member.,A member was expelled by the committee.,expel,,,TRUE
The club expelled an unruly member.,An unruly member was expelled by the club.,expel,,,TRUE
The woman carried a heavy load.,A heavy load was carried by the woman.,carry,,,TRUE
The cat caught a mouse.,A mouse was caught by the cat.,catch,,,TRUE
The fisherman caught three fish.,Three fish were caught by the fisherman.,catch,,,TRUE
The dog caught a frisbee.,A frisbee was caught by the dog.,catch,,,TRUE
The committee chose the best candidate.,The best candidate was chosen by the committee.,choose,,,TRUE
The team chose a new captain.,A new captain was chosen by the team.,choose,,,TRUE
The student chose a difficult topic.,A difficult topic was chosen by the student.,choose,,,TRUE
The artist chose vibrant colors.,Vibrant colors were chosen by the artist.,choose,,,TRUE
The judge chose the winner.,The winner was chosen by the judge.,choose,,,TRUE
The parents chose a name.,A name was chosen by the parents.,choose,,,TRUE
The group chose an impressive location.,An impressive location was chosen by the group.,choose,,,TRUE
The child found a toy.,A toy was found by the child.,find,,,TRUE
The detective found a clue.,A clue was found by the detective.,find,,,TRUE
The gardener found buried treasure.,Buried treasure was found by the gardener.,find,,,TRUE
The team found a solution.,A solution was found by the team.,find,,,TRUE
The hiker found a lost dog.,A lost dog was found by the hiker.,find,,,TRUE
The artist found inspiration.,Inspiration was found by the artist.,find,,,TRUE
The archaeologist found ancient pottery.,Ancient pottery was found by the archaeologist.,find,,,TRUE
The scientist found a cure.,A cure was found by the scientist.,find,,,TRUE
The teacher held a book.,A book was held by the teacher.,hold,,,TRUE
A child held a toy.,A toy was held by a child.,hold,,,TRUE
The artist held a brush.,A brush was held by the artist.,hold,,,TRUE
The mother held her baby.,Her baby was held by the mother.,hold,,,TRUE
The group held a meeting.,A meeting was held by the group.,hold,,,TRUE
The cat hid the toy.  ,The toy was hidden by the cat.,hide,,,TRUE
A child hid the candy.  ,The candy was hidden by a child.,hide,,,TRUE
The dog hid the bone.  ,The bone was hidden by the dog.,hide,,,TRUE
The thief hid the valuables.  ,The valuables were hidden by the thief.,hide,,,TRUE
Sarah hid the letter.  ,The letter was hidden by Sarah.,hide,,,TRUE
The magician hid the cards.  ,The cards were hidden by the magician.,hide,,,TRUE
A soldier hid the weapon.  ,The weapon was hidden by a soldier.,hide,,,TRUE
The artist hid the painting.  ,The painting was hidden by the artist.,hide,,,TRUE
The librarian hid the book.  ,The book was hidden by the librarian.,hide,,,TRUE
The child threw the ball.,The ball was thrown by the child.,throw,,,TRUE
A player threw a frisbee.,A frisbee was thrown by a player.,throw,,,TRUE
The coach threw a challenge flag.,A challenge flag was thrown by the coach.,throw,,,TRUE
The girl threw the paper.,The paper was thrown by the girl.,throw,,,TRUE
The teacher threw the book.,The book was thrown by the teacher.,throw,,,TRUE
The athlete threw the discus.,The discus was thrown by the athlete.,throw,,,TRUE
The toddler threw the toy.,The toy was thrown by the toddler.,throw,,,TRUE
The dog bit the bone.,The bone was bitten by the dog.,bite,,,TRUE
A child bit the cookie.,The cookie was bitten by a child.,bite,,,TRUE
The snake bit the rabbit.,The rabbit was bitten by the snake.,bite,,,TRUE
The horse bit the grass.,The grass was bitten by the horse.,bite,,,TRUE
The insect bit the fruit.,The fruit was bitten by the insect.,bite,,,TRUE
A cat bit the toy.,The toy was bitten by a cat.,bite,,,TRUE
The wolf bit the deer.,The deer was bitten by the wolf.,bite,,,TRUE
The soldier bit the metal.,The metal was bitten by the soldier.,bite,,,TRUE
A girl pinched a cookie.  ,A cookie was pinched by a girl.,pinch,,,TRUE
The thief pinched a wallet.  ,A wallet was pinched by the thief.,pinch,,,TRUE
The fighter punched his rival.,His rival was punched by the fighter.,punch,,,TRUE
The artist stroked his brush.,His brush was stroked by the artist.,stroke,,,TRUE
A father stroked his daughter's hair.,His daughter's hair was stroked by a father.,stroke,,,TRUE
The child tickled the puppy.  ,The puppy was tickled by the child.,tickle,,,TRUE
The journalist copied the interview.,The interview was copied by the journalist.,copy,,,TRUE
The crew filmed a movie.,A movie was filmed by the crew.,film,,,TRUE
The artist filmed a music video.,A music video was filmed by the artist.,film,,,TRUE
The child photographed a butterfly.,A butterfly was photographed by the child.,photograph,,,TRUE
A couple photographed their wedding.,Their wedding was photographed by a couple.,photograph,,,TRUE
The producer recorded a song.,A song was recorded by the producer.,record,,,TRUE
The musician recorded a track.,A track was recorded by the musician.,record,,,TRUE
The child squashed a bug.,A bug was squashed by the child.,squash,,,TRUE
The athlete squeezed a ball in frustration.  ,A ball was squeezed by the athlete in frustration.,squeeze,,,TRUE
The archer shot an arrow.,An arrow was shot by the archer.,shoot,,,TRUE
The hunter shot a deer.,A deer was shot by the hunter.,shoot,,,TRUE
The crew shot a film.,A film was shot by the crew.,shoot,,,TRUE
The artist shot a photo.,A photo was shot by the artist.,shoot,,,TRUE
The dog left a bone.,A bone was left by the dog.,leave,,,TRUE
The artist left a message.,A message was left by the artist.,leave,,,TRUE
The athlete dodged a tackle.,A tackle was dodged by the athlete.,dodge,,,TRUE
The car dodged an obstacle.,An obstacle was dodged by the car.,dodge,,,TRUE
The dancer dodged his partner.,His partner was dodged by the dancer.,dodge,,,TRUE
The runner dodged a puddle.,A puddle was dodged by the runner.,dodge,,,TRUE
The lawyer divorced his client.,His client was divorced by the lawyer.,divorce,,,TRUE
John divorced his wife.,His wife was divorced by John.,divorce,,,TRUE
The parents congratulated their child.,Their child was congratulated by the parents.,congratulate,,,TRUE
The teacher forgave the student.,The student was forgiven by the teacher.,forgive,,,TRUE
The mother forgave the child.,The child was forgiven by the mother.,forgive,,,TRUE
The friend forgave the mistake.,The mistake was forgiven by the friend.,forgive,,,TRUE
The leader forgave the traitor.,The traitor was forgiven by the leader.,forgive,,,TRUE
The parent forgave the son.,The son was forgiven by the parent.,forgive,,,TRUE
The coach forgave the error.,The error was forgiven by the coach.,forgive,,,TRUE
The employer forgave the delay.,The delay was forgiven by the employer.,forgive,,,TRUE
The neighbor forgave the noise.,The noise was forgiven by the neighbor.,forgive,,,TRUE
The doctor forgave the patient.,The patient was forgiven by the doctor.,forgive,,,TRUE
The team welcomed a new member.  ,A new member was welcomed by the team.,welcome,,,TRUE
The city welcomed tourists warmly.  ,Tourists were welcomed warmly by the city.,welcome,,,TRUE
The club welcomed new members.  ,New members were welcomed by the club.,welcome,,,TRUE
The organization welcomed donations.  ,Donations were welcomed by the organization.,welcome,,,TRUE
The school welcomed parents at the event.  ,Parents were welcomed by the school at the event.,welcome,,,TRUE
The restaurant welcomed diners to their tables.  ,Diners were welcomed to their tables by the restaurant.,welcome,,,TRUE
The community welcomed volunteers with applause.  ,Volunteers were welcomed with applause by the community.,welcome,,,TRUE
The politician insulted his opponent.  ,His opponent was insulted by the politician.,insult,,,TRUE
The committee agreed with the proposal.,The proposal was agreed with by the committee.,agree with,,?,TRUE
The partners agreed with the new strategy.,The new strategy was agreed with by the partners.,agree with,,,TRUE
The experts agreed with the findings.,The findings were agreed with by the experts.,agree with,,,TRUE
The council agreed with the budget.,The budget was agreed with by the council.,agree with,,,TRUE
The parents agreed with the rules.,The rules were agreed with by the parents.,agree with,,,TRUE
The participants cooperated with the event coordinators.  ,The event coordinators were cooperated with by the participants.,cooperate with,,?,TRUE
The artist courted public attention.,Public attention was courted by the artist.,court,,,TRUE
The athlete courted a sponsorship.,A sponsorship was courted by the athlete.,court,,,TRUE
The writer courted literary fame.,Literary fame was courted by the writer.,court,,,TRUE
The entrepreneur courted investors.,Investors were courted by the entrepreneur.,court,,,TRUE
The politician courted voter support.,Voter support was courted by the politician.,court,,,TRUE
The chef courted culinary critics.,Culinary critics were courted by the chef.,court,,,TRUE
The actor courted media coverage.,Media coverage was courted by the actor.,court,,,TRUE
The dog cuddled its owner.,Its owner was cuddled by the dog.,cuddle,,,TRUE
The parents cuddled their baby.,Their baby was cuddled by the parents.,cuddle,,,TRUE
A girl dated her journal entries.,Her journal entries were dated by a girl.,date,,,TRUE
The mother embraced her child.,Her child was embraced by the mother.,embrace,,,TRUE
The child hugged a teddy bear.,A teddy bear was hugged by the child.,hug,,,TRUE
A sister hugged her brother.,Her brother was hugged by a sister.,hug,,,TRUE
The friend hugged a tree.,A tree was hugged by the friend.,hug,,,TRUE
The mother hugged her son.,Her son was hugged by the mother.,hug,,,TRUE
The dog hugged its owner.,Its owner was hugged by the dog.,hug,,,TRUE
The girl hugged a pillow.,A pillow was hugged by the girl.,hug,,,TRUE
A parent hugged a child.,A child was hugged by a parent.,hug,,,TRUE
The actress married a director.,A director was married by the actress.,marry,,,TRUE
The writer married his muse.,His muse was married by the writer.,marry,,,TRUE
The soldier married his sweetheart.,His sweetheart was married by the soldier.,marry,,,TRUE
The prince married a commoner.,A commoner was married by the prince.,marry,,,TRUE
The professor married a fellow academic.,A fellow academic was married by the professor.,marry,,,TRUE
The politician married a philanthropist.,A philanthropist was married by the politician.,marry,,,TRUE
The athlete married a fellow competitor.,A fellow competitor was married by the athlete.,marry,,,TRUE
The farmer married his childhood friend.,His childhood friend was married by the farmer.,marry,,,TRUE
Sarah met her friend.,Her friend was met by Sarah.,meet,x,,TRUE
The manager called a meeting.,A meeting was called by the manager.,call,,,TRUE
The artist called the muse.,The muse was called by the artist.,call,,,TRUE
The teacher spoke to the students.,The students were spoken to by the teacher.,speak to,,?,TRUE
A leader spoke to the crowd.,The crowd was spoken to by a leader.,speak to,,,TRUE
The parent spoke to the principal.,The principal was spoken to by the parent.,speak to,,,TRUE
The manager spoke to the team.,The team was spoken to by the manager.,speak to,,,TRUE
The journalist spoke to the witness.,The witness was spoken to by the journalist.,speak to,,,TRUE
The coach spoke to the players.,The players were spoken to by the coach.,speak to,,,TRUE
The friend spoke to the neighbor.,The neighbor was spoken to by the friend.,speak to,,,TRUE
The doctor spoke to the patient.,The patient was spoken to by the doctor.,speak to,,,TRUE
The expert spoke to the audience.,The audience was spoken to by the expert.,speak to,,,TRUE
The friend talked to the neighbor.,The neighbor was talked to by the friend.,talk to,,,TRUE
The child chatted to a puppy.,A puppy was chatted to by the child.,chat to,,,TRUE
The woman chatted to an old acquaintance.,An old acquaintance was chatted to by the woman.,chat to,,,TRUE
The couple chatted to their friends.,Their friends were chatted to by the couple.,chat to,,,TRUE
The signs warned drivers.  ,Drivers were warned by the signs.,warn,,,TRUE
The system warned users.  ,Users were warned by the system.,warn,,,TRUE
The movie warned viewers.  ,Viewers were warned by the movie.,warn,,,TRUE
The argument hurt their friendship.,Their friendship was hurt by the argument.,hurt,,,TRUE
The cat killed a mouse.,A mouse was killed by the cat.,kill,,,TRUE
A hunter killed a deer.,A deer was killed by a hunter.,kill,,,TRUE
The villain murdered an innocent victim.  ,An innocent victim was murdered by the villain.,murder,,,TRUE
The archer slayed the target.  ,The target was slain by the archer.,slay,x,,TRUE
The wizard slayed the sorceress.  ,The sorceress was slain by the wizard.,slay,,,TRUE
The wave drowned a sailor.,A sailor was drowned by the wave.,drown,,,TRUE
The wrestler strangled his opponent.,His opponent was strangled by the wrestler.,strangle,,,TRUE
The dog abandoned its puppies.  ,Its puppies were abandoned by the dog.,abandon,,,TRUE
The team abandoned their plans.  ,Their plans were abandoned by the team.,abandon,,,TRUE
The soldier abandoned his post.  ,His post was abandoned by the soldier.,abandon,,,TRUE
The soldier deserted his post.  ,His post was deserted by the soldier.,desert,,,TRUE
The girl deserted her hometown.  ,Her hometown was deserted by the girl.,desert,,,TRUE
The team deserted their coach.  ,Their coach was deserted by the team.,desert,,,TRUE
The children raced their friends.  ,Their friends were raced by the children.,race,,,TRUE
The dog pursued a ball.,A ball was pursued by the dog.,pursue,,,TRUE
The athlete pursued a personal record.,A personal record was pursued by the athlete.,pursue,,,TRUE
The child pursued a butterfly.,A butterfly was pursued by the child.,pursue,,,TRUE
The hiker pursued a scenic view.,A scenic view was pursued by the hiker.,pursue,,,TRUE
The artist pursued inspiration.,Inspiration was pursued by the artist.,pursue,,,TRUE
The team pursued victory.,Victory was pursued by the team.,pursue,,,TRUE
The child shadowed his parent.  ,His parent was shadowed by the child.,shadow,,,TRUE
The student shadowed a class.  ,A class was shadowed by the student.,shadow,,,TRUE
The dog shadowed its owner.  ,Its owner was shadowed by the dog.,shadow,,,TRUE
The detective trailed a suspect.,A suspect was trailed by the detective.,trail,,,TRUE
The car trailed smoke.,Smoke was trailed by the car.,trail,,,TRUE
The child trailed a kite.,A kite was trailed by the child.,trail,,,TRUE
The soldier trailed a banner.,A banner was trailed by the soldier.,trail,,,TRUE
The dog accompanied its owner.  ,Its owner was accompanied by the dog.,accompany,,,TRUE
The mother escorted her daughter.,Her daughter was escorted by the mother.,escort,,,TRUE
The player tripped an opponent.  ,An opponent was tripped by the player.,trip,,,TRUE
The cyclist tripped a pedestrian.  ,A pedestrian was tripped by the cyclist.,trip,,,TRUE
The comment embarrassed her friend.,Her friend was embarrassed by the comment.,embarass,,,TRUE
The loud music provoked a reaction.,A reaction was provoked by the loud music.,provoke,,,TRUE
The comments provoked an argument.,An argument was provoked by the comments.,provoke,,,TRUE
The movie provoked strong emotions.,Strong emotions were provoked by the movie.,provoke,,,TRUE
The prank provoked laughter.,Laughter was provoked by the prank.,provoke,,,TRUE
The news article provoked a discussion.,A discussion was provoked by the news article.,provoke,,,TRUE
The challenge provoked excitement.,Excitement was provoked by the challenge.,provoke,,,TRUE
The incident provoked outrage.,Outrage was provoked by the incident.,provoke,,,TRUE
The speech provoked interest.,Interest was provoked by the speech.,provoke,,,TRUE
The performance provoked applause.,Applause was provoked by the performance.,provoke,,,TRUE
The mother reassured her daughter.,Her daughter was reassured by the mother.,reassure,,,TRUE
A strong odor sickened the guests.,The guests were sickened by a strong odor.,sicken,,,TRUE
The children teased their friend.  ,Their friend was teased by the children.,tease,,,TRUE
The loud thunder terrified children.  ,Children were terrified by the loud thunder.,terrify,,,TRUE
The news upset many parents.,Many parents were upset by the news.,upset,,,TRUE
The fireworks wowed onlookers.  ,Onlookers were wowed by the fireworks.,wow,,,TRUE
The car design wowed critics.  ,Critics were wowed by the car design.,wow,,,TRUE
A couple adored their child.,Their child was adored by a couple.,adore,,,TRUE
The teacher saw the student.,The student was seen by the teacher.,see,,,TRUE
A child saw a butterfly.,A butterfly was seen by a child.,see,,,TRUE
The artist saw the painting.,The painting was seen by the artist.,see,,,TRUE
The dog saw the cat.,The cat was seen by the dog.,see,,,TRUE
The detective saw the evidence.,The evidence was seen by the detective.,see,,,TRUE
A woman saw the concert.,The concert was seen by a woman.,see,,,TRUE
The photographer saw the sunset.,The sunset was seen by the photographer.,see,,,TRUE
The farmer saw the crops.,The crops were seen by the farmer.,see,,,TRUE
The scientist saw the experiment.,The experiment was seen by the scientist.,see,,,TRUE
The dog sensed a stranger.  ,A stranger was sensed by the dog.,sense,,,TRUE
The child sensed a change.  ,A change was sensed by the child.,sense,,,TRUE
The physicist sensed a disturbance.  ,A disturbance was sensed by the physicist.,sense,,,TRUE
The scientist discovered a new element.,A new element was discovered by the scientist.,discover,,,TRUE
The explorers discovered an ancient temple.,An ancient temple was discovered by the explorers.,discover,,,TRUE
The children discovered a hidden treasure.,A hidden treasure was discovered by the children.,discover,,,TRUE
The artist discovered a new technique.,A new technique was discovered by the artist.,discover,,,TRUE
The team discovered a flaw in the plan.,A flaw in the plan was discovered by the team.,discover,,,TRUE
The archaeologists discovered a burial site.,A burial site was discovered by the archaeologists.,discover,,,TRUE
The students discovered a fascinating book.,A fascinating book was discovered by the students.,discover,,,TRUE
The child glimpsed a rabbit.  ,A rabbit was glimpsed by the child.,glimpse,,,TRUE
The hiker glimpsed a deer.  ,A deer was glimpsed by the hiker.,glimpse,,,TRUE
The artist glimpsed a passerby.  ,A passerby was glimpsed by the artist.,glimpse,,,TRUE
The driver glimpsed a sign.  ,A sign was glimpsed by the driver.,glimpse,,,TRUE
The dog recognized its owner.,Its owner was recognized by the dog.,recognize,,,TRUE
The fans recognized their favorite musician.,Their favorite musician was recognized by the fans.,recognize,,,TRUE
The photographer spotted a rare bird.  ,A rare bird was spotted by the photographer.,spot,,,TRUE
The scientist spotted a significant error.  ,A significant error was spotted by the scientist.,spot,,,TRUE
The teacher spotted a mistake on the board.  ,A mistake was spotted by the teacher on the board.,spot,,,TRUE
The detective spotted a suspicious person.  ,A suspicious person was spotted by the detective.,spot,,,TRUE
The children spotted a colorful butterfly.  ,A colorful butterfly was spotted by the children.,spot,,,TRUE
The children watched a movie.  ,A movie was watched by the children.,watch,,,TRUE
The student listened to a podcast.,A podcast was listened to by the student.,listen to,,?,TRUE
The child listened to a story.,A story was listened to by the child.,listen to,,,TRUE
The musician listened to a recording.,A recording was listened to by the musician.,listen to,,,TRUE
The chef listened to a cooking show.,A cooking show was listened to by the chef.,listen to,,,TRUE
The group listened to music.,Music was listened to by the group.,listen to,,,TRUE
The child idolized a celebrity.,A celebrity was idolized by the child.,idolize,,,TRUE
The fans idolized their favorite band.,Their favorite band was idolized by the fans.,idolize,,,TRUE
The girl idolized a famous athlete.,A famous athlete was idolized by the girl.,idolize,,,TRUE
Some teenagers idolized a popular influencer.,A popular influencer was idolized by some teenagers.,idolize,,,TRUE
The student idolized an inspiring teacher.,An inspiring teacher was idolized by the student.,idolize,,,TRUE
The artist idolized a legendary painter.,A legendary painter was idolized by the artist.,idolize,,,TRUE
The community idolized a local hero.,A local hero was idolized by the community.,idolize,,,TRUE
The boy idolized a comic book character.,A comic book character was idolized by the boy.,idolize,,,TRUE
The audience idolized a renowned author.,A renowned author was idolized by the audience.,idolize,,,TRUE
The teacher knew the answer.  ,The answer was known by the teacher.,know,,,TRUE
The student knew the material.  ,The material was known by the student.,know,,,TRUE
Sarah knew the secret.  ,The secret was known by Sarah.,know,,,TRUE
The scientist knew the facts.  ,The facts were known by the scientist.,know,,,TRUE
The artist knew the truth.  ,The truth was known by the artist.,know,,,TRUE
The doctor knew the diagnosis.  ,The diagnosis was known by the doctor.,know,,,TRUE
The child knew the story.  ,The story was known by the child.,know,,,TRUE
The detective knew the suspect.  ,The suspect was known by the detective.,know,,,TRUE
The athlete knew the challenge.  ,The challenge was known by the athlete.,know,,,TRUE
A child loved a toy.,A toy was loved by a child.,love,,,TRUE
The team respected its rival.  ,Its rival was respected by the team.,respect,,,TRUE
The student trusted his teacher.,His teacher was trusted by the student.,trust,,,TRUE
The team trusted their coach.,Their coach was trusted by the team.,trust,,,TRUE
The child trusted her best friend.,Her best friend was trusted by the child.,trust,,,TRUE
The buyer trusted the seller.,The seller was trusted by the buyer.,trust,,,TRUE
The community worshiped a golden statue.,A golden statue was worshiped by the community.,worship,,,TRUE
The followers worshiped their deity.,Their deity was worshiped by the followers.,worship,,,TRUE
The dancer feared criticism.,Criticism was feared by the dancer.,fear,,,TRUE
The teacher forgot the assignment.  ,The assignment was forgotten by the teacher.,forget,,,TRUE
The child forgot the toy.  ,The toy was forgotten by the child.,forget,,,TRUE
A student forgot the answer.  ,The answer was forgotten by a student.,forget,,,TRUE
The artist forgot the deadline.  ,The deadline was forgotten by the artist.,forget,,,TRUE
The employee forgot the meeting.  ,The meeting was forgotten by the employee.,forget,,,TRUE
The driver forgot the directions.  ,The directions were forgotten by the driver.,forget,,,TRUE
The chef forgot the recipe.  ,The recipe was forgotten by the chef.,forget,,,TRUE
The parent forgot the event.  ,The event was forgotten by the parent.,forget,,,TRUE
The device detected a signal.,A signal was detected by the device.,detect,,,TRUE
The team detected a flaw.,A flaw was detected by the team.,detect,,,TRUE
The software detected a virus.,a virus was detected by the software.,detect,,,TRUE
The scientist discerned a new pattern.  ,A new pattern was discerned by the scientist.,discern,,,TRUE
The historian discerned a connection between events.  ,A connection between events was discerned by the historian.,discern,,,TRUE
The athlete felt intense pressure.  ,Intense pressure was felt by the athlete.,feel,,,TRUE
The writer felt a rush of inspiration.  ,A rush of inspiration was felt by the writer.,feel,,,TRUE
The student needed a pencil.  ,A pencil was needed by the student.,need,,,TRUE
The cat needed food.  ,Food was needed by the cat.,need,,,TRUE
The teacher needed assistance.  ,Assistance was needed by the teacher.,need,,,TRUE
The gardener needed water.  ,Water was needed by the gardener.,need,,,TRUE
The artist needed inspiration.  ,Inspiration was needed by the artist.,need,,,TRUE
The traveler needed directions.  ,Directions were needed by the traveler.,need,,,TRUE
The patient needed medicine.  ,Medicine was needed by the patient.,need,,,TRUE
The child wanted a cookie.,A cookie was wanted by the child.,want,,,TRUE
The customer wanted a refund.,A refund was wanted by the customer.,want,,,TRUE
The runner wanted a water bottle.,A water bottle was wanted by the runner.,want,,,TRUE
The traveler wanted a map.,A map was wanted by the traveler.,want,,,TRUE
The team wanted a victory.,A victory was wanted by the team.,want,,,TRUE
The company received a shipment.,A shipment was received by the company.,receive,,,TRUE
The student received a diploma.,A diploma was received by the student.,receive,,,TRUE
The team received an award.,An award was received by the team.,receive,,,TRUE
The scientist received new data.,New data was received by the scientist.,receive,,,TRUE
The organization received funding.,Funding was received by the organization.,receive,,,TRUE
The artist received recognition.,Recognition was received by the artist.,receive,,,TRUE
The customer received a refund.,A refund was received by the customer.,receive,,,TRUE
The library received new books.,New books were received by the library.,receive,,,TRUE
The charity received donations.,Donations were received by the charity.,receive,,,TRUE
The patient underwent surgery.  ,Surgery was undergone by the patient.,undergo,,,TRUE
The team underwent training.  ,Training was undergone by the team.,undergo,,,TRUE
The company underwent a merger.  ,A merger was undergone by the company.,undergo,,,TRUE
The plant underwent a transformation.  ,A transformation was undergone by the plant.,undergo,,,TRUE
The athlete underwent rehabilitation.  ,Rehabilitation was undergone by the athlete.,undergo,,,TRUE
The student underwent an evaluation.  ,An evaluation was undergone by the student.,undergo,,,TRUE
The software underwent an update.  ,An update was undergone by the software.,undergo,,,TRUE
The book underwent several revisions.  ,Several revisions were undergone by the book.,undergo,,,TRUE
The project underwent significant changes.  ,Significant changes were undergone by the project.,undergo,,,TRUE
The player succumbed to pressure.  ,Pressure was succumbed to by the player.,succumb to,,?,TRUE
The species succumbed to extinction.  ,Extinction was succumbed to by the species.,succumb to,,,TRUE
The patient succumbed to illness.  ,Illness was succumbed to by the patient.,succumb to,,,TRUE
The community succumbed to fear.  ,Fear was succumbed to by the community.,succumb to,,,TRUE
The artist succumbed to criticism.  ,Criticism was succumbed to by the artist.,succumb to,,,TRUE
The runner succumbed to exhaustion.  ,Exhaustion was succumbed to by the runner.,succumb to,,,TRUE
The rebel succumbed to defeat.  ,Defeat was succumbed to by the rebel.,succumb to,,,TRUE
The child inherited a fortune.  ,A fortune was inherited by the child.,inherit,,,TRUE
The daughter inherited a house.  ,A house was inherited by the daughter.,inherit,,,TRUE
The actor inherited fame.  ,Fame was inherited by the actor.,inherit,,,TRUE
The student inherited knowledge.  ,Knowledge was inherited by the student.,inherit,,,TRUE
The widow inherited a necklace.  ,A necklace was inherited by the widow.,inherit,,,TRUE
The heir inherited a title.  ,A title was inherited by the heir.,inherit,,,TRUE
The nephew inherited a business.  ,A business was inherited by the nephew.,inherit,,,TRUE
The family inherited land.  ,Land was inherited by the family.,inherit,,,TRUE
The king inherited a kingdom.  ,A kingdom was inherited by the king.,inherit,,,TRUE
The cat got the fish.,The fish was gotten by the cat.,get,,,TRUE
A child got the toy.,The toy was gotten by a child.,get,,,TRUE
The chef got the ingredients.,The ingredients were gotten by the chef.,get,,,TRUE
Maria got a promotion.,A promotion was gotten by Maria.,get,,,TRUE
The gardener got the flowers.,The flowers were gotten by the gardener.,get,,,TRUE
The teacher got the students' assignments.,The students' assignments were gotten by the teacher.,get,,,TRUE
The dog got the ball.,The ball was gotten by the dog.,get,,,TRUE
The family owned a car.,A car was owned by the family.,own,,,TRUE
The artist owned several paintings.,Several paintings were owned by the artist.,own,,,TRUE
The couple owned a house.,A house was owned by the couple.,own,,,TRUE
The child owned a toy.,A toy was owned by the child.,own,,,TRUE
The writer owned many books.,Many books were owned by the writer.,own,,,TRUE
