Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
aggravate,V302,2b,(b) Theme-Experiencer,Bob was aggravated by Wendy.,Wendy aggravated Bob.,-41.80556869506836,-36.276268005371094,-5.529300689697266
agree with,V247,2b,(a) Agent-Patient,Bob was agreed with by Wendy.,Wendy agreed with Bob.,-28.752105712890625,-37.59239959716797,8.840293884277344
amaze,V303,2a,(b) Theme-Experiencer,Bob was amazed by Wendy.,Wendy amazed Bob.,-34.717994689941406,-30.291032791137695,-4.426961898803711
amuse,V304,2b,(b) Theme-Experiencer,Bob was amused by Wendy.,Wendy amused Bob.,-34.12131118774414,-30.589900970458984,-3.5314102172851562
anger,V305,2a,(b) Theme-Experiencer,Bob was angered by Wendy.,Wendy angered Bob.,-32.2398567199707,-32.06367111206055,-0.17618560791015625
annoy,V306,2b,(b) Theme-Experiencer,Bob was annoyed by Wendy.,Wendy annoyed Bob.,-33.46009826660156,-27.256690979003906,-6.203407287597656
appluad,V220,2b,(a) Agent-Patient,Bob was appluaded by Wendy.,Wendy appluaded Bob.,-63.182037353515625,-58.83588790893555,-4.346149444580078
appreciate,V370,2a,(c) Experiencer-Theme,Bob was appreciated by Wendy.,Wendy appreciated Bob.,-34.8731689453125,-27.46994972229004,-7.403219223022461
argue with,V248,2a,(a) Agent-Patient,Bob was argued with by Wendy.,Wendy argued with Bob.,-32.53020095825195,-37.73211669921875,5.201915740966797
assassinate,V228,2b,(a) Agent-Patient,Bob was assassinated by Wendy.,Wendy assassinated Bob.,-33.19145202636719,-29.796724319458008,-3.3947277069091797
astonish,V307,2a,(b) Theme-Experiencer,Bob was astonished by Wendy.,Wendy astonished Bob.,-35.07965850830078,-33.123451232910156,-1.956207275390625
avoid,V223,2a,(a) Agent-Patient,Bob was avoided by Wendy.,Wendy avoided Bob.,-36.920467376708984,-32.9597282409668,-3.9607391357421875
banish,V229,2b,(a) Agent-Patient,Bob was banished by Wendy.,Wendy banished Bob.,-37.57311248779297,-29.43744659423828,-8.135665893554688
believe,V371,2a,(c) Experiencer-Theme,Bob was believed by Wendy.,Wendy believed Bob.,-33.795162200927734,-34.19661331176758,0.40145111083984375
bite,V198,2a,(a) Agent-Patient,Bob was bitten by Wendy.,Wendy bit Bob.,-33.49216079711914,-26.824752807617188,-6.667407989501953
bother,V308,2a,(b) Theme-Experiencer,Bob was bothered by Wendy.,Wendy bothered Bob.,-34.06003189086914,-31.008167266845703,-3.0518646240234375
call,V262,2a,(a) Agent-Patient,Bob was called by Wendy.,Wendy called Bob.,-26.674251556396484,-25.691965103149414,-0.9822864532470703
calm,V309,2b,(b) Theme-Experiencer,Bob was calmed by Wendy.,Wendy calmed Bob.,-38.68160629272461,-31.06766700744629,-7.61393928527832
capture,V154,2b,(a) Agent-Patient,Bob was captured by Wendy.,Wendy captured Bob.,-32.574581146240234,-26.720706939697266,-5.853874206542969
carry,V179,2b,(a) Agent-Patient,Bob was carried by Wendy.,Wendy carried Bob.,-32.220882415771484,-28.301483154296875,-3.9193992614746094
catch,V184,2b,(a) Agent-Patient,Bob was caught by Wendy.,Wendy caught Bob.,-32.40589141845703,-28.130191802978516,-4.275699615478516
chase,V289,2b,(a) Agent-Patient,Bob was chased by Wendy.,Wendy chased Bob.,-28.03658103942871,-27.125961303710938,-0.9106197357177734
chat to,V265,2a,(a) Agent-Patient,Bob was chatted to by Wendy.,Wendy chatted to Bob.,-31.21192169189453,-32.26514434814453,1.05322265625
cheer up,V310,2a,(b) Theme-Experiencer,Bob was cheered up by Wendy.,Wendy cheered up Bob.,-40.4197883605957,-37.08543395996094,-3.3343544006347656
choose,V185,2a,(a) Agent-Patient,Bob was chosen by Wendy.,Wendy chose Bob.,-30.385705947875977,-27.811189651489258,-2.5745162963867188
claw,V199,2b,(a) Agent-Patient,Bob was clawed by Wendy.,Wendy clawed Bob.,-36.47761154174805,-31.997604370117188,-4.480007171630859
clean,V173,2b,(a) Agent-Patient,Bob was cleaned by Wendy.,Wendy cleaned Bob.,-41.264713287353516,-32.8485107421875,-8.416202545166016
comfort,V311,2a,(b) Theme-Experiencer,Bob was comforted by Wendy.,Wendy comforted Bob.,-36.50951385498047,-29.480117797851562,-7.029396057128906
compliment,V233,2a,(a) Agent-Patient,Bob was complimented by Wendy.,Wendy complimented Bob.,-34.9997673034668,-28.893352508544922,-6.106414794921875
congratulate,V234,2b,(a) Agent-Patient,Bob was congratulated by Wendy.,Wendy congratulated Bob.,-33.17384338378906,-29.31500816345215,-3.858835220336914
converse with,V266,2b,(a) Agent-Patient,Bob was conversed with by Wendy.,Wendy conversed with Bob.,-36.762245178222656,-35.58781433105469,-1.1744308471679688
cooperate with,V249,2b,(a) Agent-Patient,Bob was cooperated with by Wendy.,Wendy cooperated with Bob.,-36.32334518432617,-35.302188873291016,-1.0211563110351562
copy,V212,2a,(a) Agent-Patient,Bob was copied by Wendy.,Wendy copied Bob.,-33.53655242919922,-27.054851531982422,-6.481700897216797
court,V253,2b,(a) Agent-Patient,Bob was courted by Wendy.,Wendy courted Bob.,-37.068153381347656,-29.432193756103516,-7.635959625244141
cover,V168,2b,(a) Agent-Patient,Bob was covered by Wendy.,Wendy covered Bob.,-30.748414993286133,-30.624008178710938,-0.12440681457519531
criticize,V241,2a,(a) Agent-Patient,Bob was criticized by Wendy.,Wendy criticized Bob.,-31.263643264770508,-30.865543365478516,-0.3980998992919922
crush,V157,2b,(a) Agent-Patient,Bob was crushed by Wendy.,Wendy crushed Bob.,-33.498435974121094,-27.831281661987305,-5.667154312133789
cuddle,V254,2a,(a) Agent-Patient,Bob was cuddled by Wendy.,Wendy cuddled Bob.,-39.40068435668945,-31.783584594726562,-7.617099761962891
cut,V210,2a,(a) Agent-Patient,Bob was cut by Wendy.,Wendy cut Bob.,-31.78119659423828,-28.11394691467285,-3.6672496795654297
date,V255,2b,(a) Agent-Patient,Bob was dated by Wendy.,Wendy dated Bob.,-30.74405288696289,-37.88407516479492,7.140022277832031
dazzle,V312,2b,(b) Theme-Experiencer,Bob was dazzled by Wendy.,Wendy dazzled Bob.,-36.64167022705078,-33.35072326660156,-3.2909469604492188
depress,V313,2a,(b) Theme-Experiencer,Bob was depressed by Wendy.,Wendy depressed Bob.,-39.63908386230469,-33.58286666870117,-6.056217193603516
desert,V287,2b,(a) Agent-Patient,Bob was deserted by Wendy.,Wendy deserted Bob.,-38.7136344909668,-30.559612274169922,-8.154022216796875
despise,V383,2a,(c) Experiencer-Theme,Bob was despised by Wendy.,Wendy despised Bob.,-41.094757080078125,-32.29670333862305,-8.798053741455078
detest,V384,2b,(c) Experiencer-Theme,Bob was detested by Wendy.,Wendy detested Bob.,-41.96648406982422,-30.42569351196289,-11.540790557861328
disagree with,V250,2a,(a) Agent-Patient,Bob was disagreed with by Wendy.,Wendy disagreed with Bob.,-32.0495491027832,-38.446434020996094,6.396884918212891
discover,V354,2a,(c) Experiencer-Theme,Bob was discovered by Wendy.,Wendy discovered Bob.,-30.928821563720703,-27.203956604003906,-3.724864959716797
disgust,V314,2a,(b) Theme-Experiencer,Bob was disgusted by Wendy.,Wendy disgusted Bob.,-41.10722351074219,-29.66755485534668,-11.439668655395508
dislike,V385,2a,(c) Experiencer-Theme,Bob was disliked by Wendy.,Wendy disliked Bob.,-36.35085678100586,-29.834333419799805,-6.516523361206055
dispatch,V275,2a,(a) Agent-Patient,Bob was dispatched by Wendy.,Wendy dispatched Bob.,-30.442270278930664,-29.487350463867188,-0.9549198150634766
distract,V315,2b,(b) Theme-Experiencer,Bob was distracted by Wendy.,Wendy distracted Bob.,-38.021263122558594,-28.619155883789062,-9.402107238769531
distrust,V386,2b,(c) Experiencer-Theme,Bob was distrusted by Wendy.,Wendy distrusted Bob.,-40.01802062988281,-32.667144775390625,-7.3508758544921875
disturb,V316,2a,(b) Theme-Experiencer,Bob was disturbed by Wendy.,Wendy disturbed Bob.,-36.29961013793945,-30.941848754882812,-5.357761383056641
divorce,V232,2b,(a) Agent-Patient,Bob was divorced by Wendy.,Wendy divorced Bob.,-35.728271484375,-29.556739807128906,-6.171531677246094
dodge,V224,2b,(a) Agent-Patient,Bob was dodged by Wendy.,Wendy dodged Bob.,-34.177188873291016,-33.57530975341797,-0.6018791198730469
drag,V180,2a,(a) Agent-Patient,Bob was dragged by Wendy.,Wendy dragged Bob.,-33.1975212097168,-28.45876693725586,-4.7387542724609375
dread,V387,2a,(c) Experiencer-Theme,Bob was dreaded by Wendy.,Wendy dreaded Bob.,-40.107948303222656,-34.52471160888672,-5.5832366943359375
dress,V273,2b,(a) Agent-Patient,Bob was dressed by Wendy.,Wendy dressed Bob.,-33.7009391784668,-28.96031951904297,-4.740619659423828
drop,V158,2b,(a) Agent-Patient,Bob was dropped by Wendy.,Wendy dropped Bob.,-31.0997371673584,-27.159160614013672,-3.9405765533447266
drown,V281,2a,(a) Agent-Patient,Bob was drowned by Wendy.,Wendy drowned Bob.,-39.633209228515625,-35.287052154541016,-4.346157073974609
eat,V156,2a,(a) Agent-Patient,Bob was eaten by Wendy.,Wendy ate Bob.,-34.2760009765625,-26.20587158203125,-8.07012939453125
eliminate,V276,2b,(a) Agent-Patient,Bob was eliminated by Wendy.,Wendy eliminated Bob.,-32.63435745239258,-33.36725997924805,0.7329025268554688
elude,V225,2a,(a) Agent-Patient,Bob was eluded by Wendy.,Wendy eluded Bob.,-41.42408752441406,-38.390892028808594,-3.0331954956054688
embarass,V317,2b,(b) Theme-Experiencer,Bob was embarassed by Wendy.,Wendy embarassed Bob.,-41.14476776123047,-31.623794555664062,-9.520973205566406
embrace,V256,2b,(a) Agent-Patient,Bob was embraced by Wendy.,Wendy embraced Bob.,-33.039615631103516,-29.344629287719727,-3.694986343383789
encourage,V318,2a,(b) Theme-Experiencer,Bob was encouraged by Wendy.,Wendy encouraged Bob.,-32.44139862060547,-27.028892517089844,-5.412506103515625
enrage,V319,2b,(b) Theme-Experiencer,Bob was enraged by Wendy.,Wendy enraged Bob.,-33.175506591796875,-29.723018646240234,-3.4524879455566406
entertain,V320,2a,(b) Theme-Experiencer,Bob was entertained by Wendy.,Wendy entertained Bob.,-33.41133117675781,-30.331348419189453,-3.0799827575683594
envy,V388,2a,(c) Experiencer-Theme,Bob was envied by Wendy.,Wendy envied Bob.,-40.637813568115234,-34.137420654296875,-6.500392913818359
escort,V297,2b,(a) Agent-Patient,Bob was escorted by Wendy.,Wendy escorted Bob.,-36.4223518371582,-28.555950164794922,-7.866401672363281
examine,V355,2b,(c) Experiencer-Theme,Bob was examined by Wendy.,Wendy examined Bob.,-33.77495574951172,-28.148685455322266,-5.626270294189453
excuse,V235,2a,(a) Agent-Patient,Bob was excused by Wendy.,Wendy excused Bob.,-34.9775390625,-31.22936248779297,-3.7481765747070312
execute,V277,2a,(a) Agent-Patient,Bob was executed by Wendy.,Wendy executed Bob.,-29.304168701171875,-29.37594985961914,0.07178115844726562
expel,V172,2a,(a) Agent-Patient,Bob was expelled by Wendy.,Wendy expelled Bob.,-33.2223014831543,-32.136131286621094,-1.0861701965332031
fascinate,V321,2b,(b) Theme-Experiencer,Bob was fascinated by Wendy.,Wendy fascinated Bob.,-33.7267951965332,-26.086956024169922,-7.639839172363281
fear,V389,2b,(c) Experiencer-Theme,Bob was feared by Wendy.,Wendy feared Bob.,-35.497859954833984,-32.78271484375,-2.7151451110839844
feed,V271,2b,(a) Agent-Patient,Bob was fed by Wendy.,Wendy fed Bob.,-31.433414459228516,-28.018817901611328,-3.4145965576171875
film,V213,2b,(a) Agent-Patient,Bob was filmed by Wendy.,Wendy filmed Bob.,-33.71366882324219,-28.08783721923828,-5.625831604003906
fit,V446,2a,(e) Non-Passivizable,Bob was fitted by the jeans.,The jeans fitted Bob.,-40.98814392089844,-36.69607162475586,-4.292072296142578
fit,V446,2b,(e) Non-Passivizable,Bob was fitted by the jeans.,The jeans fitted Bob.,-40.98814392089844,-36.69607162475586,-4.292072296142578
follow,V290,2a,(a) Agent-Patient,Bob was followed by Wendy.,Wendy followed Bob.,-29.111724853515625,-26.138216018676758,-2.973508834838867
forgive,V236,2a,(a) Agent-Patient,Bob was forgiven by Wendy.,Wendy forgave Bob.,-34.3946418762207,-32.006919860839844,-2.3877220153808594
forget,V390,2b,(c) Experiencer-Theme,Bob was forgotten by Wendy.,Wendy forgot Bob.,-38.023895263671875,-30.400388717651367,-7.623506546020508
fight,V259,2b,(a) Agent-Patient,Bob was fought by Wendy.,Wendy fought Bob.,-28.28666877746582,-30.378833770751953,2.092164993286133
find,V186,2b,(a) Agent-Patient,Bob was found by Wendy.,Wendy found Bob.,-29.15343475341797,-27.0922908782959,-2.0611438751220703
frighten,V322,2a,(b) Theme-Experiencer,Bob was frightened by Wendy.,Wendy frightened Bob.,-36.14724349975586,-30.252601623535156,-5.894641876220703
gaze at,V366,2b,(c) Experiencer-Theme,Bob was gazed at by Wendy.,Wendy gazed at Bob.,-30.37112045288086,-37.16141128540039,6.790290832519531
glimpse,V356,2a,(c) Experiencer-Theme,Bob was glimpsed by Wendy.,Wendy glimpsed Bob.,-34.37043380737305,-35.119773864746094,0.7493400573730469
gossip,V267,2a,(a) Agent-Patient,Bob was gossiped with by Wendy.,Wendy gossiped with Bob.,-40.54519271850586,-43.41300964355469,2.867816925048828
grab,V187,2b,(a) Agent-Patient,Bob was grabbed by Wendy.,Wendy grabbed Bob.,-31.095558166503906,-27.729480743408203,-3.366077423095703
greet,V237,2b,(a) Agent-Patient,Bob was greeted by Wendy.,Wendy greeted Bob.,-31.39792251586914,-27.345592498779297,-4.052330017089844
groom,V274,2a,(a) Agent-Patient,Bob was groomed by Wendy.,Wendy groomed Bob.,-40.29009246826172,-28.001977920532227,-12.288114547729492
guide,V298,2a,(a) Agent-Patient,Bob was guided by Wendy.,Wendy guided Bob.,-34.5367546081543,-29.786863327026367,-4.74989128112793
hate,V391,2a,(c) Experiencer-Theme,Bob was hated by Wendy.,Wendy hated Bob.,-31.001144409179688,-28.05190658569336,-2.949237823486328
hear,V348,2b,(c) Experiencer-Theme,Bob was heard by Wendy.,Wendy heard Bob.,-32.57999801635742,-29.667734146118164,-2.912263870239258
hold,V188,2a,(a) Agent-Patient,Bob was held by Wendy.,Wendy held Bob.,-32.148902893066406,-29.12795066833496,-3.0209522247314453
help,V300,2b,(a) Agent-Patient,Bob was helped by Wendy.,Wendy helped Bob.,-30.612289428710938,-27.134017944335938,-3.478271484375
hide,V189,2b,(a) Agent-Patient,Bob was hidden by Wendy.,Wendy hid Bob.,-35.921226501464844,-31.470840454101562,-4.450386047363281
hit,V191,2b,(a) Agent-Patient,Bob was hit by Wendy.,Wendy hit Bob.,-30.255455017089844,-30.072956085205078,-0.18249893188476562
hoist,V159,2a,(a) Agent-Patient,Bob was hoisted by Wendy.,Wendy hoisted Bob.,-38.303497314453125,-31.319778442382812,-6.9837188720703125
horrify,V323,2b,(b) Theme-Experiencer,Bob was horrified by Wendy.,Wendy horrified Bob.,-36.18507766723633,-28.902524948120117,-7.282552719116211
hug,V257,2a,(a) Agent-Patient,Bob was hugged by Wendy.,Wendy hugged Bob.,-31.762123107910156,-28.629573822021484,-3.132549285888672
hurt,V272,2a,(a) Agent-Patient,Bob was hurt by Wendy.,Wendy hurt Bob.,-32.721778869628906,-30.695152282714844,-2.0266265869140625
idolize,V372,2b,(c) Experiencer-Theme,Bob was idolized by Wendy.,Wendy idolized Bob.,-37.5359992980957,-30.821338653564453,-6.71466064453125
ignore,V349,2b,(c) Experiencer-Theme,Bob was ignored by Wendy.,Wendy ignored Bob.,-33.212013244628906,-30.041019439697266,-3.1709938049316406
impress,V324,2a,(b) Theme-Experiencer,Bob was impressed by Wendy.,Wendy impressed Bob.,-33.173492431640625,-26.17516326904297,-6.998329162597656
infuriate,V325,2a,(b) Theme-Experiencer,Bob was infuriated by Wendy.,Wendy infuriated Bob.,-36.51545715332031,-30.733394622802734,-5.782062530517578
inspect,V357,2b,(c) Experiencer-Theme,Bob was inspected by Wendy.,Wendy inspected Bob.,-35.46967697143555,-31.696491241455078,-3.7731857299804688
instruct,V269,2b,(a) Agent-Patient,Bob was instructed by Wendy.,Wendy instructed Bob.,-34.0067138671875,-29.745590209960938,-4.2611236572265625
insult,V242,2b,(a) Agent-Patient,Bob was insulted by Wendy.,Wendy insulted Bob.,-35.62389373779297,-28.618953704833984,-7.004940032958984
investigate,V358,2a,(c) Experiencer-Theme,Bob was investigated by Wendy.,Wendy investigated Bob.,-28.43384552001953,-31.00874900817871,2.5749034881591797
irritate,V326,2b,(b) Theme-Experiencer,Bob was irritated by Wendy.,Wendy irritated Bob.,-37.81560516357422,-31.952651977539062,-5.862953186035156
kick,V192,2a,(a) Agent-Patient,Bob was kicked by Wendy.,Wendy kicked Bob.,-29.41851806640625,-28.785717010498047,-0.6328010559082031
kill,V278,2b,(a) Agent-Patient,Bob was killed by Wendy.,Wendy killed Bob.,-29.45575523376465,-26.041173934936523,-3.414581298828125
kiss,V204,2b,(a) Agent-Patient,Bob was kissed by Wendy.,Wendy kissed Bob.,-30.433700561523438,-28.082576751708984,-2.351123809814453
knife,V282,2b,(a) Agent-Patient,Bob was knifed by Wendy.,Wendy knifed Bob.,-36.99596405029297,-29.774372100830078,-7.221591949462891
knock,V193,2b,(a) Agent-Patient,Bob was knocked by Wendy.,Wendy knocked Bob.,-30.566402435302734,-29.76671600341797,-0.7996864318847656
know,V373,2b,(c) Experiencer-Theme,Bob was known by Wendy.,Wendy knew Bob.,-28.76543426513672,-30.534772872924805,1.769338607788086
lead,V299,2b,(a) Agent-Patient,Bob was led by Wendy.,Wendy led Bob.,-34.22041320800781,-28.242738723754883,-5.97767448425293
leave,V222,2a,(a) Agent-Patient,Bob was left by Wendy.,Wendy left Bob.,-27.744342803955078,-27.02658462524414,-0.7177581787109375
lick,V205,2a,(a) Agent-Patient,Bob was licked by Wendy.,Wendy licked Bob.,-34.39628601074219,-33.58141326904297,-0.8148727416992188
lift,V160,2b,(a) Agent-Patient,Bob was lifted by Wendy.,Wendy lifted Bob.,-36.326080322265625,-30.45077133178711,-5.875308990478516
like,V374,2a,(c) Experiencer-Theme,Bob was liked by Wendy.,Wendy liked Bob.,-28.878889083862305,-26.86920738220215,-2.0096817016601562
listen to,V367,2a,(c) Experiencer-Theme,Bob was listened to by Wendy.,Wendy listened to Bob.,-30.83443832397461,-34.091796875,3.2573585510253906
loathe,V392,2b,(c) Experiencer-Theme,Bob was loathed by Wendy.,Wendy loathed Bob.,-39.434173583984375,-34.26252365112305,-5.171649932861328
look at,V368,2b,(c) Experiencer-Theme,Bob was looked at by Wendy.,Wendy looked at Bob.,-30.134483337402344,-30.44305419921875,0.30857086181640625
love,V375,2b,(c) Experiencer-Theme,Bob was loved by Wendy.,Wendy loved Bob.,-32.503509521484375,-25.827495574951172,-6.676013946533203
lower,V161,2a,(a) Agent-Patient,Bob was lowered by Wendy.,Wendy lowered Bob.,-33.117835998535156,-30.53006362915039,-2.5877723693847656
marry,V258,2a,(a) Agent-Patient,Bob was married by Wendy.,Wendy married Bob.,-29.50157356262207,-28.06357192993164,-1.4380016326904297
meet,V260,2a,(a) Agent-Patient,Bob was met by Wendy.,Wendy met Bob.,-26.104904174804688,-26.748046875,0.6431427001953125
miss,V376,2a,(c) Experiencer-Theme,Bob was missed by Wendy.,Wendy missed Bob.,-34.4141731262207,-33.42048645019531,-0.9936866760253906
mock,V243,2a,(a) Agent-Patient,Bob was mocked by Wendy.,Wendy mocked Bob.,-32.521575927734375,-31.337188720703125,-1.18438720703125
move,V176,2a,(a) Agent-Patient,Bob was moved by Wendy.,Wendy moved Bob.,-33.71229934692383,-26.061527252197266,-7.6507720947265625
murder,V279,2a,(a) Agent-Patient,Bob was murdered by Wendy.,Wendy murdered Bob.,-32.55714416503906,-25.107254028320312,-7.44989013671875
notice,V350,2a,(c) Experiencer-Theme,Bob was noticed by Wendy.,Wendy noticed Bob.,-35.29911422729492,-28.09129524230957,-7.207818984985352
observe,V359,2b,(c) Experiencer-Theme,Bob was observed by Wendy.,Wendy observed Bob.,-36.761322021484375,-29.942934036254883,-6.818387985229492
overhear,V360,2a,(c) Experiencer-Theme,Bob was overheard by Wendy.,Wendy overheard Bob.,-38.125640869140625,-29.327983856201172,-8.797657012939453
pat,V206,2b,(a) Agent-Patient,Bob was patted by Wendy.,Wendy patted Bob.,-34.55805206298828,-30.829830169677734,-3.728221893310547
photograph,V214,2a,(a) Agent-Patient,Bob was photographed by Wendy.,Wendy photographed Bob.,-34.34463882446289,-28.45429229736328,-5.890346527099609
pinch,V200,2a,(a) Agent-Patient,Bob was pinched by Wendy.,Wendy pinched Bob.,-34.28902053833008,-32.575645446777344,-1.7133750915527344
please,V327,2a,(b) Theme-Experiencer,Bob was pleased by Wendy.,Wendy pleased Bob.,-35.332069396972656,-27.537206649780273,-7.794862747192383
poke,V203,2a,(a) Agent-Patient,Bob was poked by Wendy.,Wendy poked Bob.,-33.8198127746582,-33.40482711791992,-0.41498565673828125
praise,V238,2a,(a) Agent-Patient,Bob was praised by Wendy.,Wendy praised Bob.,-32.20264434814453,-30.99013328552246,-1.2125110626220703
provoke,V328,2a,(b) Theme-Experiencer,Bob was provoked by Wendy.,Wendy provoked Bob.,-35.58611297607422,-31.773900985717773,-3.8122119903564453
pull,V181,2b,(a) Agent-Patient,Bob was pulled by Wendy.,Wendy pulled Bob.,-33.06492614746094,-28.854469299316406,-4.210456848144531
punch,V201,2b,(a) Agent-Patient,Bob was punched by Wendy.,Wendy punched Bob.,-29.345596313476562,-28.282466888427734,-1.0631294250488281
punish,V244,2b,(a) Agent-Patient,Bob was punished by Wendy.,Wendy punished Bob.,-31.185226440429688,-32.661956787109375,1.4767303466796875
pursue,V291,2b,(a) Agent-Patient,Bob was pursued by Wendy.,Wendy pursued Bob.,-28.874073028564453,-27.076929092407227,-1.7971439361572266
push,V182,2a,(a) Agent-Patient,Bob was pushed by Wendy.,Wendy pushed Bob.,-29.327539443969727,-28.651065826416016,-0.6764736175537109
puzzle,V329,2b,(b) Theme-Experiencer,Bob was puzzled by Wendy.,Wendy puzzled Bob.,-35.24726867675781,-29.442575454711914,-5.804693222045898
quarrel with,V251,2b,(a) Agent-Patient,Bob was quarrelled with by Wendy.,Wendy quarrelled with Bob.,-35.502174377441406,-43.97801208496094,8.475837707519531
race,V288,2b,(a) Agent-Patient,Bob was raced by Wendy.,Wendy raced Bob.,-33.649635314941406,-32.72896194458008,-0.9206733703613281
raise,V162,2b,(a) Agent-Patient,Bob was raised by Wendy.,Wendy raised Bob.,-29.414512634277344,-24.98276138305664,-4.431751251220703
reassure,V330,2a,(b) Theme-Experiencer,Bob was reassured by Wendy.,Wendy reassured Bob.,-35.490211486816406,-29.901010513305664,-5.589200973510742
recognize,V361,2a,(c) Experiencer-Theme,Bob was recognized by Wendy.,Wendy recognized Bob.,-34.204246520996094,-28.393844604492188,-5.810401916503906
record,V215,2b,(a) Agent-Patient,Bob was recorded by Wendy.,Wendy recorded Bob.,-34.057525634765625,-28.005918502807617,-6.051607131958008
remember,V362,2a,(c) Experiencer-Theme,Bob was remembered by Wendy.,Wendy remembered Bob.,-29.34016227722168,-29.351436614990234,0.011274337768554688
remove,V171,2a,(a) Agent-Patient,Bob was removed by Wendy.,Wendy removed Bob.,-35.247459411621094,-28.447587966918945,-6.799871444702148
repulse,V331,2b,(b) Theme-Experiencer,Bob was repulsed by Wendy.,Wendy repulsed Bob.,-38.790218353271484,-31.106321334838867,-7.683897018432617
rescue,V155,2a,(a) Agent-Patient,Bob was rescued by Wendy.,Wendy rescued Bob.,-34.76946258544922,-26.52927589416504,-8.24018669128418
resent,V393,2a,(c) Experiencer-Theme,Bob was resented by Wendy.,Wendy resented Bob.,-37.780662536621094,-34.005455017089844,-3.77520751953125
respect,V377,2a,(c) Experiencer-Theme,Bob was respected by Wendy.,Wendy respected Bob.,-34.83979415893555,-29.86578369140625,-4.974010467529297
reward,V231,2a,(a) Agent-Patient,Bob was rewarded by Wendy.,Wendy rewarded Bob.,-33.31744384765625,-30.8626651763916,-2.4547786712646484
rob,V230,2b,(a) Agent-Patient,Bob was robbed by Wendy.,Wendy robbed Bob.,-38.49571228027344,-30.245540618896484,-8.250171661376953
roll,V177,2b,(a) Agent-Patient,Bob was rolled by Wendy.,Wendy rolled Bob.,-30.728744506835938,-30.382492065429688,-0.34625244140625
sadden,V332,2a,(b) Theme-Experiencer,Bob was saddened by Wendy.,Wendy saddened Bob.,-41.38775634765625,-34.540958404541016,-6.846797943115234
scare,V333,2b,(b) Theme-Experiencer,Bob was scared by Wendy.,Wendy scared Bob.,-35.34532165527344,-30.918426513671875,-4.4268951416015625
scold,V245,2a,(a) Agent-Patient,Bob was scolded by Wendy.,Wendy scolded Bob.,-32.189414978027344,-28.573476791381836,-3.615938186645508
scratch,V202,2a,(a) Agent-Patient,Bob was scratched by Wendy.,Wendy scratched Bob.,-32.167205810546875,-31.264461517333984,-0.9027442932128906
see,V351,2b,(c) Experiencer-Theme,Bob was seen by Wendy.,Wendy saw Bob.,-32.84764862060547,-28.004470825195312,-4.843177795410156
sense,V352,2a,(c) Experiencer-Theme,Bob was sensed by Wendy.,Wendy sensed Bob.,-40.45427322387695,-32.50178527832031,-7.952487945556641
shadow,V292,2a,(a) Agent-Patient,Bob was shadowed by Wendy.,Wendy shadowed Bob.,-36.57169723510742,-32.16810607910156,-4.403591156005859
shake,V216,2a,(a) Agent-Patient,Bob was shaken by Wendy.,Wendy shook Bob.,-34.83079528808594,-32.237342834472656,-2.5934524536132812
shock,V334,2a,(b) Theme-Experiencer,Bob was shocked by Wendy.,Wendy shocked Bob.,-29.817127227783203,-30.365219116210938,0.5480918884277344
shoot,V221,2a,(a) Agent-Patient,Bob was shot by Wendy.,Wendy shot Bob.,-32.33469772338867,-27.23484992980957,-5.099847793579102
shove,V183,2b,(a) Agent-Patient,Bob was shoved by Wendy.,Wendy shoved Bob.,-33.51094055175781,-29.230426788330078,-4.280513763427734
sicken,V335,2b,(b) Theme-Experiencer,Bob was sickened by Wendy.,Wendy sickened Bob.,-40.63270568847656,-34.79422378540039,-5.838481903076172
slay,V280,2b,(a) Agent-Patient,Bob was slain by Wendy.,Wendy slayed Bob.,-41.65510177612305,-27.961383819580078,-13.693717956542969
slap,V194,2a,(a) Agent-Patient,Bob was slapped by Wendy.,Wendy slapped Bob.,-31.254987716674805,-30.33233642578125,-0.9226512908935547
slide,V178,2a,(a) Agent-Patient,Bob was slid by Wendy.,Wendy slid Bob.,-37.46424865722656,-33.59190368652344,-3.872344970703125
smell,V353,2b,(c) Experiencer-Theme,Bob was smelt by Wendy.,Wendy smelt Bob.,-37.426815032958984,-35.577762603759766,-1.8490524291992188
soak,V169,2a,(a) Agent-Patient,Bob was soaked by Wendy.,Wendy soaked Bob.,-37.376590728759766,-33.12623596191406,-4.250354766845703
spy on,V364,2a,(c) Experiencer-Theme,Bob was spied on by Wendy.,Wendy spied on Bob.,-34.4456787109375,-31.663074493408203,-2.782604217529297
splash,V165,2a,(a) Agent-Patient,Bob was splashed by Wendy.,Wendy splashed Bob.,-37.44200897216797,-35.678592681884766,-1.7634162902832031
splatter,V164,2b,(a) Agent-Patient,Bob was splattered by Wendy.,Wendy splattered Bob.,-43.19315719604492,-37.16571807861328,-6.027439117431641
speak to,V263,2a,(a) Agent-Patient,Bob was spoken to by Wendy.,Wendy spoke to Bob.,-28.83698272705078,-28.937633514404297,0.10065078735351562
spot,V363,2b,(c) Experiencer-Theme,Bob was spotted by Wendy.,Wendy spotted Bob.,-29.805809020996094,-26.900848388671875,-2.9049606323242188
spray,V166,2b,(a) Agent-Patient,Bob was sprayed by Wendy.,Wendy sprayed Bob.,-31.67218589782715,-33.75121307373047,2.0790271759033203
