Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
show,V422,2b,(d) Other Passivizable,The outcome was shown by Bob.,Bob showed the outcome.,-26.98341941833496,-34.742591857910156,7.759172439575195
shrink,V146,2a,(a) Agent-Patient,The shirt was shrunk by Bob.,Bob shrank the shirt.,-29.5604248046875,-42.405418395996094,12.844993591308594
sicken,V335,2a,(b) Theme-Experiencer,Wendy was sickened by Bob.,Bob sickened Wendy.,-33.42242431640625,-36.86686706542969,3.4444427490234375
sign,V062,2a,(a) Agent-Patient,The contract was signed by Bob.,Bob signed the contract.,-19.393064498901367,-28.92197608947754,9.528911590576172
sip,V112,2a,(a) Agent-Patient,The lemonade was sipped by Bob.,Bob sipped the lemonade.,-31.425739288330078,-45.974273681640625,14.548534393310547
sketch,V064,2a,(a) Agent-Patient,The view was sketched by Bob.,Bob sketched the view.,-29.158092498779297,-37.05497741699219,7.896884918212891
slap,V194,2b,(a) Agent-Patient,Wendy was slapped by Bob.,Bob slapped Wendy.,-27.076589584350586,-37.607513427734375,10.530923843383789
slay,V280,2a,(a) Agent-Patient,Wendy was slain by Bob.,Bob slayed Wendy.,-33.90888214111328,-35.484893798828125,1.5760116577148438
slice,V048,2b,(a) Agent-Patient,The cake was sliced by Bob.,Bob sliced the cake.,-25.231313705444336,-36.58390426635742,11.352590560913086
slide,V178,2b,(a) Agent-Patient,Wendy was slid by Bob.,Bob slid Wendy.,-34.28125762939453,-41.96422576904297,7.6829681396484375
slurp,V113,2b,(a) Agent-Patient,The stew was slurped by Bob.,Bob slurped the stew.,-35.59084701538086,-44.134315490722656,8.543468475341797
smash,V130,2b,(a) Agent-Patient,The window was smashed by Bob.,Bob smashed the window.,-23.001340866088867,-37.91851043701172,14.917169570922852
smell,V353,2a,(c) Experiencer-Theme,Wendy was smelt by Bob.,Bob smelt Wendy.,-37.64520263671875,-48.07716751098633,10.431964874267578
snap,V131,2a,(a) Agent-Patient,The stick was snapped by Bob.,Bob snapped the stick.,-24.502655029296875,-35.29085922241211,10.788204193115234
soak,V169,2b,(a) Agent-Patient,Wendy was soaked by Bob.,Bob soaked Wendy.,-36.243228912353516,-39.98143768310547,3.738208770751953
sell,V032,2a,(a) Agent-Patient,The toy was sold by Bob.,Bob sold the toy.,-20.887752532958984,-32.238861083984375,11.35110855102539
spy on,V364,2b,(c) Experiencer-Theme,Wendy was spied on by Bob.,Bob spied on Wendy.,-31.890058517456055,-36.650543212890625,4.76048469543457
spill,V010,2a,(a) Agent-Patient,The coffee was spilt by Bob.,Bob spilt the coffee.,-35.651123046875,-46.86693572998047,11.215812683105469
splash,V165,2b,(a) Agent-Patient,Wendy was splashed by Bob.,Bob splashed Wendy.,-34.22236633300781,-39.862430572509766,5.640064239501953
splatter,V164,2a,(a) Agent-Patient,Wendy was splattered by Bob.,Bob splattered Wendy.,-39.23563003540039,-45.496253967285156,6.260623931884766
split,V132,2a,(a) Agent-Patient,The sleeve was split by Bob.,Bob split the sleeve.,-30.562389373779297,-43.397743225097656,12.83535385131836
speak to,V263,2b,(a) Agent-Patient,Wendy was spoken to by Bob.,Bob spoke to Wendy.,-28.43573570251465,-33.9491081237793,5.513372421264648
spot,V363,2a,(c) Experiencer-Theme,Wendy was spotted by Bob.,Bob spotted Wendy.,-24.88772201538086,-34.553550720214844,9.665828704833984
spray,V166,2a,(a) Agent-Patient,Wendy was sprayed by Bob.,Bob sprayed Wendy.,-31.57301902770996,-39.09457778930664,7.52155876159668
spin,V163,2b,(a) Agent-Patient,Wendy was spun by Bob.,Bob spun Wendy.,-33.21186828613281,-35.78215789794922,2.5702896118164062
squabble with,V252,2b,(a) Agent-Patient,Wendy was squabbled with by Bob.,Bob squabbled with Wendy.,-29.075332641601562,-50.61518859863281,21.53985595703125
squash,V217,2a,(a) Agent-Patient,Wendy was squashed by Bob.,Bob squashed Wendy.,-34.726951599121094,-36.95121383666992,2.224262237548828
squeeze,V218,2b,(a) Agent-Patient,Wendy was squeezed by Bob.,Bob squeezed Wendy.,-32.01612091064453,-38.908931732177734,6.892810821533203
squirt,V167,2b,(a) Agent-Patient,Wendy was squirted by Bob.,Bob squirted Wendy.,-31.7343807220459,-41.74639892578125,10.012018203735352
squish,V219,2a,(a) Agent-Patient,Wendy was squished by Bob.,Bob squished Wendy.,-37.078941345214844,-40.56755447387695,3.4886131286621094
stab,V283,2a,(a) Agent-Patient,Wendy was stabbed by Bob.,Bob stabbed Wendy.,-27.556602478027344,-36.97262191772461,9.416019439697266
stain,V014,2b,(a) Agent-Patient,The shirt was stained by Bob.,Bob stained the shirt.,-28.47982406616211,-40.690738677978516,12.210914611816406
stammer,V100,2a,(a) Agent-Patient,The answer was stammered by Bob.,Bob stammered the answer.,-30.510631561279297,-46.33551025390625,15.824878692626953
staple,V053,2a,(a) Agent-Patient,The card was stapled by Bob.,Bob stapled the card.,-30.766538619995117,-40.66205596923828,9.895517349243164
stare at,V369,2b,(c) Experiencer-Theme,Wendy was stared at by Bob.,Bob stared at Wendy.,-24.369731903076172,-35.64916229248047,11.279430389404297
start,V152,2b,(a) Agent-Patient,The journey was started by Bob.,Bob started the journey.,-20.473495483398438,-32.07390594482422,11.600410461425781
startle,V336,2b,(b) Theme-Experiencer,Wendy was startled by Bob.,Bob startled Wendy.,-29.02914810180664,-36.48066711425781,7.451519012451172
steal,V024,2b,(a) Agent-Patient,The ring was stolen by Bob.,Bob stole the ring.,-19.064849853515625,-33.58783721923828,14.522987365722656
stop,V226,2a,(a) Agent-Patient,Wendy was stopped by Bob.,Bob stopped Wendy.,-28.592931747436523,-34.64668655395508,6.053754806518555
store,V042,2b,(a) Agent-Patient,The paperwork was stored by Bob.,Bob stored the paperwork.,-27.83222770690918,-42.36056900024414,14.528341293334961
strangle,V284,2b,(a) Agent-Patient,Wendy was strangled by Bob.,Bob strangled Wendy.,-31.150663375854492,-35.57646560668945,4.425802230834961
stroke,V207,2b,(a) Agent-Patient,Wendy was stroked by Bob.,Bob stroked Wendy.,-34.172119140625,-39.88059997558594,5.7084808349609375
study,V039,2b,(a) Agent-Patient,The map was studied by Bob.,Bob studied the map.,-23.8912353515625,-35.40497970581055,11.513744354248047
stun,V337,2a,(b) Theme-Experiencer,Wendy was stunned by Bob.,Bob stunned Wendy.,-27.769882202148438,-35.013065338134766,7.243183135986328
succumb to,V403,2b,(d) Other Passivizable,The pressure was succumbed to by Bob.,Bob succumbed to the pressure.,-25.32575798034668,-55.56957244873047,30.24381446838379
suck,V114,2a,(a) Agent-Patient,The lollipop was sucked by Bob.,Bob sucked the lollipop.,-31.259864807128906,-45.74728012084961,14.487415313720703
suffocate,V285,2a,(a) Agent-Patient,Wendy was suffocated by Bob.,Bob suffocated Wendy.,-33.75904846191406,-42.59715270996094,8.838104248046875
suggest,V423,2a,(d) Other Passivizable,The holiday was suggested by Bob.,Bob suggested the holiday.,-30.300342559814453,-37.570945739746094,7.270603179931641
support,V378,2a,(c) Experiencer-Theme,Wendy was supported by Bob.,Bob supported Wendy.,-27.19964599609375,-33.35574722290039,6.156101226806641
surprise,V338,2b,(b) Theme-Experiencer,Wendy was surprised by Bob.,Bob surprised Wendy.,-24.168087005615234,-35.13463592529297,10.966548919677734
swallow,V117,2b,(a) Agent-Patient,The medicine was swallowed by Bob.,Bob swallowed the medicine.,-26.849092483520508,-41.1306266784668,14.281534194946289
sweep,V023,2a,(a) Agent-Patient,The room was swept by Bob.,Bob swept the room.,-21.377479553222656,-37.708309173583984,16.330829620361328
tail,V293,2a,(a) Agent-Patient,Wendy was tailed by Bob.,Bob tailed Wendy.,-36.12487030029297,-37.1563606262207,1.0314903259277344
talk to,V264,2a,(a) Agent-Patient,Wendy was talked to by Bob.,Bob talked to Wendy.,-25.352397918701172,-36.76322937011719,11.410831451416016
tap,V195,2a,(a) Agent-Patient,Wendy was tapped by Bob.,Bob tapped Wendy.,-25.718585968017578,-34.09263610839844,8.37405014038086
taste,V397,2b,(c) Experiencer-Theme,The sauce was tasted by Bob.,Bob tasted the sauce.,-28.20489501953125,-39.457252502441406,11.252357482910156
teach,V227,2a,(a) Agent-Patient,Wendy was taught by Bob.,Bob taught Wendy.,-29.326568603515625,-35.693885803222656,6.367317199707031
tease,V339,2b,(b) Theme-Experiencer,Wendy was teased by Bob.,Bob teased Wendy.,-28.782052993774414,-37.48155975341797,8.699506759643555
terrify,V340,2a,(b) Theme-Experiencer,Wendy was terrified by Bob.,Bob terrified Wendy.,-26.220298767089844,-36.08403396606445,9.86373519897461
terrorize,V341,2b,(b) Theme-Experiencer,Wendy was terrorized by Bob.,Bob terrorized Wendy.,-28.739959716796875,-38.428863525390625,9.68890380859375
thank,V239,2b,(a) Agent-Patient,Wendy was thanked by Bob.,Bob thanked Wendy.,-27.10561752319336,-35.33618927001953,8.230571746826172
threaten,V342,2b,(b) Theme-Experiencer,Wendy was threatened by Bob.,Bob threatened Wendy.,-30.235197067260742,-34.87831115722656,4.64311408996582
throw,V190,2b,(a) Agent-Patient,Wendy was thrown by Bob.,Bob threw Wendy.,-30.06497573852539,-36.70437240600586,6.639396667480469
thump,V196,2a,(a) Agent-Patient,Wendy was thumped by Bob.,Bob thumped Wendy.,-34.32183074951172,-36.3123664855957,1.9905357360839844
tickle,V208,2a,(a) Agent-Patient,Wendy was tickled by Bob.,Bob tickled Wendy.,-33.459651947021484,-36.764495849609375,3.3048439025878906
tie,V054,2b,(a) Agent-Patient,The bow was tied by Bob.,Bob tied the bow.,-29.198143005371094,-40.380775451660156,11.182632446289062
toast,V142,2a,(a) Agent-Patient,The sandwich was toasted by Bob.,Bob toasted the sandwich.,-31.025005340576172,-39.34370422363281,8.31869888305664
tell off,V246,2a,(a) Agent-Patient,Wendy was told off by Bob.,Bob told off Wendy.,-35.786598205566406,-39.746498107910156,3.95989990234375
tell,V092,2b,(a) Agent-Patient,The joke was told by Bob.,Bob told the joke.,-21.31890106201172,-30.759769439697266,9.440868377685547
tolerate,V379,2b,(c) Experiencer-Theme,Wendy was tolerated by Bob.,Bob tolerated Wendy.,-32.7501335144043,-38.53232955932617,5.782196044921875
take,V025,2a,(a) Agent-Patient,The jewelry was taken by Bob.,Bob took the jewelry.,-25.809980392456055,-35.294803619384766,9.484823226928711
tear,V133,2b,(a) Agent-Patient,The paper was torn by Bob.,Bob tore the paper.,-25.485572814941406,-45.57438278198242,20.088809967041016
touch,V209,2b,(a) Agent-Patient,Wendy was touched by Bob.,Bob touched Wendy.,-29.617141723632812,-33.70288848876953,4.085746765136719
track,V294,2b,(a) Agent-Patient,Wendy was tracked by Bob.,Bob tracked Wendy.,-29.870994567871094,-36.860443115234375,6.989448547363281
trail,V295,2a,(a) Agent-Patient,Wendy was trailed by Bob.,Bob trailed Wendy.,-35.22618103027344,-34.44810104370117,-0.7780799865722656
trap,V170,2a,(a) Agent-Patient,Wendy was trapped by Bob.,Bob trapped Wendy.,-28.7691650390625,-36.56376647949219,7.7946014404296875
trip,V301,2b,(a) Agent-Patient,Wendy was tripped by Bob.,Bob tripped Wendy.,-31.190303802490234,-37.65874481201172,6.468441009521484
trust,V380,2b,(c) Experiencer-Theme,Wendy was trusted by Bob.,Bob trusted Wendy.,-24.950056076049805,-35.319026947021484,10.36897087097168
twist,V012,2b,(a) Agent-Patient,The string was twisted by Bob.,Bob twisted the string.,-23.352689743041992,-38.52052688598633,15.167837142944336
type,V065,2b,(a) Agent-Patient,The article was typed by Bob.,Bob typed the article.,-26.520374298095703,-34.45400619506836,7.933631896972656
unbolt,V057,2b,(a) Agent-Patient,The door was unbolted by Bob.,Bob unbolted the door.,-35.5997428894043,-49.239803314208984,13.640060424804688
understand,V381,2b,(c) Experiencer-Theme,Wendy was understood by Bob.,Bob understood Wendy.,-30.38239288330078,-37.71991729736328,7.3375244140625
undergo,V402,2a,(d) Other Passivizable,The ordeal was undergone by Bob.,Bob underwent the ordeal.,-25.326780319213867,-46.684410095214844,21.357629776000977
unlock,V058,2a,(a) Agent-Patient,The bike was unlocked by Bob.,Bob unlocked the bike.,-26.499996185302734,-38.1709098815918,11.670913696289062
untie,V211,2a,(a) Agent-Patient,Wendy was untied by Bob.,Bob untied Wendy.,-33.31488037109375,-42.60467529296875,9.289794921875
unzip,V059,2b,(a) Agent-Patient,The jacket was unzipped by Bob.,Bob unzipped the jacket.,-27.496227264404297,-41.74193572998047,14.245708465576172
upset,V343,2a,(b) Theme-Experiencer,Wendy was upset by Bob.,Bob upset Wendy.,-28.162736892700195,-35.99488067626953,7.832143783569336
varnish,V061,2b,(a) Agent-Patient,The table was varnished by Bob.,Bob varnished the table.,-37.57222366333008,-45.29628372192383,7.72406005859375
visit,V261,2a,(a) Agent-Patient,Wendy was visited by Bob.,Bob visited Wendy.,-26.702722549438477,-33.01173400878906,6.309011459350586
want,V399,2b,(c) Experiencer-Theme,The drink was wanted by Bob.,Bob wanted the drink.,-22.700077056884766,-38.01878356933594,15.318706512451172
warn,V270,2b,(a) Agent-Patient,Wendy was warned by Bob.,Bob warned Wendy.,-26.154678344726562,-34.636207580566406,8.481529235839844
abandon,V286,2a,(a) Agent-Patient,Bob was abandonned by Wendy.,Wendy abandonned Bob.,-45.41790008544922,-45.436710357666016,0.018810272216796875
accompany,V296,2a,(a) Agent-Patient,Bob was accompanied by Wendy.,Wendy accompanied Bob.,-34.29345703125,-25.401775360107422,-8.891681671142578
admire,V346,2a,(c) Experiencer-Theme,Bob was admired by Wendy.,Wendy admired Bob.,-32.38784408569336,-28.284095764160156,-4.103748321533203
adore,V347,2b,(c) Experiencer-Theme,Bob was adored by Wendy.,Wendy adored Bob.,-32.391239166259766,-27.667753219604492,-4.723485946655273
advise,V268,2a,(a) Agent-Patient,Bob was advised by Wendy.,Wendy advised Bob.,-37.22711944580078,-29.816972732543945,-7.410146713256836
aggravate,V302,2b,(b) Theme-Experiencer,Bob was aggravated by Wendy.,Wendy aggravated Bob.,-39.672359466552734,-38.273948669433594,-1.3984107971191406
agree with,V247,2b,(a) Agent-Patient,Bob was agreed with by Wendy.,Wendy agreed with Bob.,-27.13025665283203,-38.31016159057617,11.17990493774414
amaze,V303,2a,(b) Theme-Experiencer,Bob was amazed by Wendy.,Wendy amazed Bob.,-36.53102111816406,-28.33261489868164,-8.198406219482422
amuse,V304,2b,(b) Theme-Experiencer,Bob was amused by Wendy.,Wendy amused Bob.,-34.244354248046875,-27.37348175048828,-6.870872497558594
anger,V305,2a,(b) Theme-Experiencer,Bob was angered by Wendy.,Wendy angered Bob.,-34.30954360961914,-28.808746337890625,-5.500797271728516
annoy,V306,2b,(b) Theme-Experiencer,Bob was annoyed by Wendy.,Wendy annoyed Bob.,-36.017940521240234,-27.06602668762207,-8.951913833618164
appluad,V220,2b,(a) Agent-Patient,Bob was appluaded by Wendy.,Wendy appluaded Bob.,-63.65074157714844,-60.89555358886719,-2.75518798828125
appreciate,V370,2a,(c) Experiencer-Theme,Bob was appreciated by Wendy.,Wendy appreciated Bob.,-33.95522689819336,-28.800548553466797,-5.1546783447265625
argue with,V248,2a,(a) Agent-Patient,Bob was argued with by Wendy.,Wendy argued with Bob.,-33.42365264892578,-40.3001594543457,6.876506805419922
assassinate,V228,2b,(a) Agent-Patient,Bob was assassinated by Wendy.,Wendy assassinated Bob.,-36.62176513671875,-30.707990646362305,-5.913774490356445
astonish,V307,2a,(b) Theme-Experiencer,Bob was astonished by Wendy.,Wendy astonished Bob.,-39.15315628051758,-29.7598876953125,-9.393268585205078
avoid,V223,2a,(a) Agent-Patient,Bob was avoided by Wendy.,Wendy avoided Bob.,-37.078529357910156,-33.33349609375,-3.7450332641601562
banish,V229,2b,(a) Agent-Patient,Bob was banished by Wendy.,Wendy banished Bob.,-36.13338851928711,-32.285125732421875,-3.8482627868652344
believe,V371,2a,(c) Experiencer-Theme,Bob was believed by Wendy.,Wendy believed Bob.,-36.17381286621094,-33.125755310058594,-3.0480575561523438
bite,V198,2a,(a) Agent-Patient,Bob was bitten by Wendy.,Wendy bit Bob.,-33.88140869140625,-27.928836822509766,-5.952571868896484
bother,V308,2a,(b) Theme-Experiencer,Bob was bothered by Wendy.,Wendy bothered Bob.,-34.077880859375,-28.925865173339844,-5.152015686035156
call,V262,2a,(a) Agent-Patient,Bob was called by Wendy.,Wendy called Bob.,-26.093843460083008,-26.85845184326172,0.7646083831787109
calm,V309,2b,(b) Theme-Experiencer,Bob was calmed by Wendy.,Wendy calmed Bob.,-40.895145416259766,-33.48217010498047,-7.412975311279297
capture,V154,2b,(a) Agent-Patient,Bob was captured by Wendy.,Wendy captured Bob.,-33.61036682128906,-29.622892379760742,-3.9874744415283203
carry,V179,2b,(a) Agent-Patient,Bob was carried by Wendy.,Wendy carried Bob.,-33.66347885131836,-30.65854835510254,-3.0049304962158203
catch,V184,2b,(a) Agent-Patient,Bob was caught by Wendy.,Wendy caught Bob.,-33.33357620239258,-30.21693992614746,-3.116636276245117
chase,V289,2b,(a) Agent-Patient,Bob was chased by Wendy.,Wendy chased Bob.,-32.143760681152344,-28.062803268432617,-4.080957412719727
chat to,V265,2a,(a) Agent-Patient,Bob was chatted to by Wendy.,Wendy chatted to Bob.,-35.36597442626953,-31.682170867919922,-3.6838035583496094
cheer up,V310,2a,(b) Theme-Experiencer,Bob was cheered up by Wendy.,Wendy cheered up Bob.,-37.566200256347656,-32.78839111328125,-4.777809143066406
choose,V185,2a,(a) Agent-Patient,Bob was chosen by Wendy.,Wendy chose Bob.,-31.962718963623047,-27.076730728149414,-4.885988235473633
claw,V199,2b,(a) Agent-Patient,Bob was clawed by Wendy.,Wendy clawed Bob.,-33.32160186767578,-34.34981918334961,1.0282173156738281
clean,V173,2b,(a) Agent-Patient,Bob was cleaned by Wendy.,Wendy cleaned Bob.,-40.41850662231445,-31.422386169433594,-8.99612045288086
comfort,V311,2a,(b) Theme-Experiencer,Bob was comforted by Wendy.,Wendy comforted Bob.,-35.77897262573242,-28.596942901611328,-7.182029724121094
compliment,V233,2a,(a) Agent-Patient,Bob was complimented by Wendy.,Wendy complimented Bob.,-34.39021682739258,-29.053993225097656,-5.336223602294922
congratulate,V234,2b,(a) Agent-Patient,Bob was congratulated by Wendy.,Wendy congratulated Bob.,-33.741493225097656,-27.431045532226562,-6.310447692871094
converse with,V266,2b,(a) Agent-Patient,Bob was conversed with by Wendy.,Wendy conversed with Bob.,-38.706512451171875,-35.963958740234375,-2.7425537109375
cooperate with,V249,2b,(a) Agent-Patient,Bob was cooperated with by Wendy.,Wendy cooperated with Bob.,-31.771400451660156,-37.789146423339844,6.0177459716796875
copy,V212,2a,(a) Agent-Patient,Bob was copied by Wendy.,Wendy copied Bob.,-34.98069763183594,-28.462047576904297,-6.518650054931641
court,V253,2b,(a) Agent-Patient,Bob was courted by Wendy.,Wendy courted Bob.,-35.91944122314453,-25.713947296142578,-10.205493927001953
cover,V168,2b,(a) Agent-Patient,Bob was covered by Wendy.,Wendy covered Bob.,-32.15283966064453,-27.45240592956543,-4.700433731079102
criticize,V241,2a,(a) Agent-Patient,Bob was criticized by Wendy.,Wendy criticized Bob.,-34.37351608276367,-31.056140899658203,-3.3173751831054688
crush,V157,2b,(a) Agent-Patient,Bob was crushed by Wendy.,Wendy crushed Bob.,-34.822906494140625,-28.405166625976562,-6.4177398681640625
cuddle,V254,2a,(a) Agent-Patient,Bob was cuddled by Wendy.,Wendy cuddled Bob.,-39.58449172973633,-33.120025634765625,-6.464466094970703
cut,V210,2a,(a) Agent-Patient,Bob was cut by Wendy.,Wendy cut Bob.,-32.455848693847656,-27.42073631286621,-5.035112380981445
date,V255,2b,(a) Agent-Patient,Bob was dated by Wendy.,Wendy dated Bob.,-34.19832229614258,-32.243385314941406,-1.9549369812011719
dazzle,V312,2b,(b) Theme-Experiencer,Bob was dazzled by Wendy.,Wendy dazzled Bob.,-34.3609619140625,-29.81873321533203,-4.542228698730469
depress,V313,2a,(b) Theme-Experiencer,Bob was depressed by Wendy.,Wendy depressed Bob.,-37.788265228271484,-31.88323974609375,-5.905025482177734
desert,V287,2b,(a) Agent-Patient,Bob was deserted by Wendy.,Wendy deserted Bob.,-35.12451934814453,-31.43304443359375,-3.6914749145507812
despise,V383,2a,(c) Experiencer-Theme,Bob was despised by Wendy.,Wendy despised Bob.,-33.96915817260742,-30.514799118041992,-3.4543590545654297
detest,V384,2b,(c) Experiencer-Theme,Bob was detested by Wendy.,Wendy detested Bob.,-39.26532745361328,-36.8947868347168,-2.3705406188964844
disagree with,V250,2a,(a) Agent-Patient,Bob was disagreed with by Wendy.,Wendy disagreed with Bob.,-31.869543075561523,-34.87811279296875,3.0085697174072266
discover,V354,2a,(c) Experiencer-Theme,Bob was discovered by Wendy.,Wendy discovered Bob.,-31.260229110717773,-26.813886642456055,-4.446342468261719
disgust,V314,2a,(b) Theme-Experiencer,Bob was disgusted by Wendy.,Wendy disgusted Bob.,-39.363067626953125,-27.707138061523438,-11.655929565429688
dislike,V385,2a,(c) Experiencer-Theme,Bob was disliked by Wendy.,Wendy disliked Bob.,-34.886966705322266,-30.58361053466797,-4.303356170654297
dispatch,V275,2a,(a) Agent-Patient,Bob was dispatched by Wendy.,Wendy dispatched Bob.,-36.10898971557617,-30.34992218017578,-5.759067535400391
distract,V315,2b,(b) Theme-Experiencer,Bob was distracted by Wendy.,Wendy distracted Bob.,-35.25730895996094,-27.290647506713867,-7.96666145324707
distrust,V386,2b,(c) Experiencer-Theme,Bob was distrusted by Wendy.,Wendy distrusted Bob.,-37.81502151489258,-31.424060821533203,-6.390960693359375
disturb,V316,2a,(b) Theme-Experiencer,Bob was disturbed by Wendy.,Wendy disturbed Bob.,-37.565792083740234,-27.876359939575195,-9.689432144165039
divorce,V232,2b,(a) Agent-Patient,Bob was divorced by Wendy.,Wendy divorced Bob.,-31.945743560791016,-30.57073402404785,-1.375009536743164
dodge,V224,2b,(a) Agent-Patient,Bob was dodged by Wendy.,Wendy dodged Bob.,-35.43122482299805,-32.19614028930664,-3.2350845336914062
drag,V180,2a,(a) Agent-Patient,Bob was dragged by Wendy.,Wendy dragged Bob.,-34.65629577636719,-30.363006591796875,-4.2932891845703125
dread,V387,2a,(c) Experiencer-Theme,Bob was dreaded by Wendy.,Wendy dreaded Bob.,-37.58088302612305,-33.955665588378906,-3.6252174377441406
dress,V273,2b,(a) Agent-Patient,Bob was dressed by Wendy.,Wendy dressed Bob.,-37.282630920410156,-30.78394317626953,-6.498687744140625
drop,V158,2b,(a) Agent-Patient,Bob was dropped by Wendy.,Wendy dropped Bob.,-33.86910629272461,-27.81696319580078,-6.052143096923828
drown,V281,2a,(a) Agent-Patient,Bob was drowned by Wendy.,Wendy drowned Bob.,-38.3023681640625,-32.138404846191406,-6.163963317871094
eat,V156,2a,(a) Agent-Patient,Bob was eaten by Wendy.,Wendy ate Bob.,-33.38451385498047,-27.39138412475586,-5.993129730224609
eliminate,V276,2b,(a) Agent-Patient,Bob was eliminated by Wendy.,Wendy eliminated Bob.,-36.22254180908203,-31.120054244995117,-5.102487564086914
elude,V225,2a,(a) Agent-Patient,Bob was eluded by Wendy.,Wendy eluded Bob.,-36.01274490356445,-34.73130798339844,-1.2814369201660156
embarass,V317,2b,(b) Theme-Experiencer,Bob was embarassed by Wendy.,Wendy embarassed Bob.,-39.72381591796875,-33.067893981933594,-6.655921936035156
embrace,V256,2b,(a) Agent-Patient,Bob was embraced by Wendy.,Wendy embraced Bob.,-33.891929626464844,-30.428924560546875,-3.4630050659179688
encourage,V318,2a,(b) Theme-Experiencer,Bob was encouraged by Wendy.,Wendy encouraged Bob.,-35.73142623901367,-29.396102905273438,-6.335323333740234
enrage,V319,2b,(b) Theme-Experiencer,Bob was enraged by Wendy.,Wendy enraged Bob.,-34.44819641113281,-28.886627197265625,-5.5615692138671875
entertain,V320,2a,(b) Theme-Experiencer,Bob was entertained by Wendy.,Wendy entertained Bob.,-33.931854248046875,-26.448381423950195,-7.48347282409668
envy,V388,2a,(c) Experiencer-Theme,Bob was envied by Wendy.,Wendy envied Bob.,-39.42495346069336,-33.19515609741211,-6.22979736328125
escort,V297,2b,(a) Agent-Patient,Bob was escorted by Wendy.,Wendy escorted Bob.,-35.64767074584961,-29.0361328125,-6.611537933349609
examine,V355,2b,(c) Experiencer-Theme,Bob was examined by Wendy.,Wendy examined Bob.,-33.02132034301758,-29.164268493652344,-3.8570518493652344
excuse,V235,2a,(a) Agent-Patient,Bob was excused by Wendy.,Wendy excused Bob.,-37.86268997192383,-31.863311767578125,-5.999378204345703
execute,V277,2a,(a) Agent-Patient,Bob was executed by Wendy.,Wendy executed Bob.,-33.0322265625,-32.095741271972656,-0.9364852905273438
expel,V172,2a,(a) Agent-Patient,Bob was expelled by Wendy.,Wendy expelled Bob.,-37.188453674316406,-33.348350524902344,-3.8401031494140625
fascinate,V321,2b,(b) Theme-Experiencer,Bob was fascinated by Wendy.,Wendy fascinated Bob.,-36.4396858215332,-25.570552825927734,-10.869132995605469
fear,V389,2b,(c) Experiencer-Theme,Bob was feared by Wendy.,Wendy feared Bob.,-34.78315734863281,-32.163917541503906,-2.6192398071289062
feed,V271,2b,(a) Agent-Patient,Bob was fed by Wendy.,Wendy fed Bob.,-29.27412223815918,-28.33942413330078,-0.9346981048583984
film,V213,2b,(a) Agent-Patient,Bob was filmed by Wendy.,Wendy filmed Bob.,-35.399139404296875,-28.48410987854004,-6.915029525756836
fit,V446,2a,(e) Non-Passivizable,Bob was fitted by the jeans.,The jeans fitted Bob.,-45.8729248046875,-35.90678405761719,-9.966140747070312
fit,V446,2b,(e) Non-Passivizable,Bob was fitted by the jeans.,The jeans fitted Bob.,-45.8729248046875,-35.90678405761719,-9.966140747070312
follow,V290,2a,(a) Agent-Patient,Bob was followed by Wendy.,Wendy followed Bob.,-32.33186721801758,-25.04794692993164,-7.2839202880859375
forgive,V236,2a,(a) Agent-Patient,Bob was forgiven by Wendy.,Wendy forgave Bob.,-37.047645568847656,-33.98876953125,-3.0588760375976562
forget,V390,2b,(c) Experiencer-Theme,Bob was forgotten by Wendy.,Wendy forgot Bob.,-31.516517639160156,-29.622417449951172,-1.8941001892089844
fight,V259,2b,(a) Agent-Patient,Bob was fought by Wendy.,Wendy fought Bob.,-33.027549743652344,-32.34260559082031,-0.6849441528320312
find,V186,2b,(a) Agent-Patient,Bob was found by Wendy.,Wendy found Bob.,-31.079748153686523,-28.3940372467041,-2.685710906982422
frighten,V322,2a,(b) Theme-Experiencer,Bob was frightened by Wendy.,Wendy frightened Bob.,-35.65367126464844,-29.875497817993164,-5.778173446655273
gaze at,V366,2b,(c) Experiencer-Theme,Bob was gazed at by Wendy.,Wendy gazed at Bob.,-31.928020477294922,-32.608497619628906,0.6804771423339844
glimpse,V356,2a,(c) Experiencer-Theme,Bob was glimpsed by Wendy.,Wendy glimpsed Bob.,-37.478981018066406,-31.383712768554688,-6.095268249511719
gossip,V267,2a,(a) Agent-Patient,Bob was gossiped with by Wendy.,Wendy gossiped with Bob.,-37.081886291503906,-40.61614227294922,3.5342559814453125
grab,V187,2b,(a) Agent-Patient,Bob was grabbed by Wendy.,Wendy grabbed Bob.,-33.313716888427734,-28.9056396484375,-4.408077239990234
greet,V237,2b,(a) Agent-Patient,Bob was greeted by Wendy.,Wendy greeted Bob.,-31.668472290039062,-25.79203224182129,-5.876440048217773
groom,V274,2a,(a) Agent-Patient,Bob was groomed by Wendy.,Wendy groomed Bob.,-37.0291633605957,-29.031099319458008,-7.998064041137695
guide,V298,2a,(a) Agent-Patient,Bob was guided by Wendy.,Wendy guided Bob.,-33.55331802368164,-28.600772857666016,-4.952545166015625
hate,V391,2a,(c) Experiencer-Theme,Bob was hated by Wendy.,Wendy hated Bob.,-27.506671905517578,-26.593563079833984,-0.9131088256835938
