Verb,Vno,Set,VtypeNEW,passive,active,active_score,passive_score,pass_drop
disturb,V316,2a,(b) Theme-Experiencer,Bob was disturbed by Wendy.,Wendy disturbed Bob.,-35.569061279296875,-28.069766998291016,-7.499294281005859
divorce,V232,2b,(a) Agent-Patient,Bob was divorced by Wendy.,Wendy divorced Bob.,-33.25733184814453,-26.783214569091797,-6.474117279052734
dodge,V224,2b,(a) Agent-Patient,Bob was dodged by Wendy.,Wendy dodged Bob.,-34.05622863769531,-28.139739990234375,-5.9164886474609375
drag,V180,2a,(a) Agent-Patient,Bob was dragged by Wendy.,Wendy dragged Bob.,-33.331581115722656,-31.016605377197266,-2.3149757385253906
dread,V387,2a,(c) Experiencer-Theme,Bob was dreaded by Wendy.,Wendy dreaded Bob.,-34.52574157714844,-34.170875549316406,-0.35486602783203125
dress,V273,2b,(a) Agent-Patient,Bob was dressed by Wendy.,Wendy dressed Bob.,-36.24433135986328,-30.652645111083984,-5.591686248779297
drop,V158,2b,(a) Agent-Patient,Bob was dropped by Wendy.,Wendy dropped Bob.,-33.61542892456055,-23.415729522705078,-10.199699401855469
drown,V281,2a,(a) Agent-Patient,Bob was drowned by Wendy.,Wendy drowned Bob.,-31.15300178527832,-32.05677795410156,0.9037761688232422
eat,V156,2a,(a) Agent-Patient,Bob was eaten by Wendy.,Wendy ate Bob.,-33.96954345703125,-26.477699279785156,-7.491844177246094
eliminate,V276,2b,(a) Agent-Patient,Bob was eliminated by Wendy.,Wendy eliminated Bob.,-32.67474365234375,-27.708126068115234,-4.966617584228516
elude,V225,2a,(a) Agent-Patient,Bob was eluded by Wendy.,Wendy eluded Bob.,-39.02056884765625,-37.02825164794922,-1.9923171997070312
embarass,V317,2b,(b) Theme-Experiencer,Bob was embarassed by Wendy.,Wendy embarassed Bob.,-46.983272552490234,-32.7723388671875,-14.210933685302734
embrace,V256,2b,(a) Agent-Patient,Bob was embraced by Wendy.,Wendy embraced Bob.,-32.967864990234375,-29.89219093322754,-3.075674057006836
encourage,V318,2a,(b) Theme-Experiencer,Bob was encouraged by Wendy.,Wendy encouraged Bob.,-34.617469787597656,-27.091903686523438,-7.525566101074219
enrage,V319,2b,(b) Theme-Experiencer,Bob was enraged by Wendy.,Wendy enraged Bob.,-32.85430145263672,-28.389911651611328,-4.464389801025391
entertain,V320,2a,(b) Theme-Experiencer,Bob was entertained by Wendy.,Wendy entertained Bob.,-33.83278274536133,-27.698028564453125,-6.134754180908203
envy,V388,2a,(c) Experiencer-Theme,Bob was envied by Wendy.,Wendy envied Bob.,-36.52009201049805,-34.19377136230469,-2.3263206481933594
escort,V297,2b,(a) Agent-Patient,Bob was escorted by Wendy.,Wendy escorted Bob.,-32.762630462646484,-27.308212280273438,-5.454418182373047
examine,V355,2b,(c) Experiencer-Theme,Bob was examined by Wendy.,Wendy examined Bob.,-35.86708450317383,-26.977113723754883,-8.889970779418945
excuse,V235,2a,(a) Agent-Patient,Bob was excused by Wendy.,Wendy excused Bob.,-36.40399932861328,-28.141515731811523,-8.262483596801758
execute,V277,2a,(a) Agent-Patient,Bob was executed by Wendy.,Wendy executed Bob.,-32.716209411621094,-27.478063583374023,-5.23814582824707
expel,V172,2a,(a) Agent-Patient,Bob was expelled by Wendy.,Wendy expelled Bob.,-37.341487884521484,-26.513538360595703,-10.827949523925781
fascinate,V321,2b,(b) Theme-Experiencer,Bob was fascinated by Wendy.,Wendy fascinated Bob.,-33.41459655761719,-25.947832107543945,-7.466764450073242
fear,V389,2b,(c) Experiencer-Theme,Bob was feared by Wendy.,Wendy feared Bob.,-32.6384391784668,-31.96590232849121,-0.6725368499755859
feed,V271,2b,(a) Agent-Patient,Bob was fed by Wendy.,Wendy fed Bob.,-31.417165756225586,-28.39455795288086,-3.0226078033447266
film,V213,2b,(a) Agent-Patient,Bob was filmed by Wendy.,Wendy filmed Bob.,-32.22209930419922,-28.617130279541016,-3.604969024658203
fit,V446,2a,(e) Non-Passivizable,Bob was fitted by the jeans.,The jeans fitted Bob.,-44.87112045288086,-39.73490524291992,-5.1362152099609375
fit,V446,2b,(e) Non-Passivizable,Bob was fitted by the jeans.,The jeans fitted Bob.,-44.87112045288086,-39.73490524291992,-5.1362152099609375
follow,V290,2a,(a) Agent-Patient,Bob was followed by Wendy.,Wendy followed Bob.,-31.043315887451172,-24.898815155029297,-6.144500732421875
forgive,V236,2a,(a) Agent-Patient,Bob was forgiven by Wendy.,Wendy forgave Bob.,-33.443275451660156,-29.12950897216797,-4.3137664794921875
forget,V390,2b,(c) Experiencer-Theme,Bob was forgotten by Wendy.,Wendy forgot Bob.,-35.909263610839844,-30.40913963317871,-5.500123977661133
fight,V259,2b,(a) Agent-Patient,Bob was fought by Wendy.,Wendy fought Bob.,-31.639020919799805,-31.02825164794922,-0.6107692718505859
find,V186,2b,(a) Agent-Patient,Bob was found by Wendy.,Wendy found Bob.,-32.11305236816406,-25.731542587280273,-6.381509780883789
frighten,V322,2a,(b) Theme-Experiencer,Bob was frightened by Wendy.,Wendy frightened Bob.,-29.04899787902832,-27.820310592651367,-1.2286872863769531
gaze at,V366,2b,(c) Experiencer-Theme,Bob was gazed at by Wendy.,Wendy gazed at Bob.,-33.72064208984375,-33.23337173461914,-0.4872703552246094
glimpse,V356,2a,(c) Experiencer-Theme,Bob was glimpsed by Wendy.,Wendy glimpsed Bob.,-39.682350158691406,-33.38182067871094,-6.300529479980469
gossip,V267,2a,(a) Agent-Patient,Bob was gossiped with by Wendy.,Wendy gossiped with Bob.,-44.139286041259766,-41.86312484741211,-2.2761611938476562
grab,V187,2b,(a) Agent-Patient,Bob was grabbed by Wendy.,Wendy grabbed Bob.,-35.10342025756836,-27.25189208984375,-7.851528167724609
greet,V237,2b,(a) Agent-Patient,Bob was greeted by Wendy.,Wendy greeted Bob.,-30.40961456298828,-25.939149856567383,-4.470464706420898
groom,V274,2a,(a) Agent-Patient,Bob was groomed by Wendy.,Wendy groomed Bob.,-39.722084045410156,-29.030635833740234,-10.691448211669922
guide,V298,2a,(a) Agent-Patient,Bob was guided by Wendy.,Wendy guided Bob.,-33.92657470703125,-28.790498733520508,-5.136075973510742
hate,V391,2a,(c) Experiencer-Theme,Bob was hated by Wendy.,Wendy hated Bob.,-28.259902954101562,-26.815624237060547,-1.4442787170410156
hear,V348,2b,(c) Experiencer-Theme,Bob was heard by Wendy.,Wendy heard Bob.,-32.92793273925781,-30.151683807373047,-2.7762489318847656
hold,V188,2a,(a) Agent-Patient,Bob was held by Wendy.,Wendy held Bob.,-34.401065826416016,-28.836490631103516,-5.5645751953125
help,V300,2b,(a) Agent-Patient,Bob was helped by Wendy.,Wendy helped Bob.,-31.251750946044922,-26.151554107666016,-5.100196838378906
hide,V189,2b,(a) Agent-Patient,Bob was hidden by Wendy.,Wendy hid Bob.,-33.847434997558594,-30.47707176208496,-3.370363235473633
hit,V191,2b,(a) Agent-Patient,Bob was hit by Wendy.,Wendy hit Bob.,-32.148475646972656,-25.97305679321289,-6.175418853759766
hoist,V159,2a,(a) Agent-Patient,Bob was hoisted by Wendy.,Wendy hoisted Bob.,-36.55795669555664,-30.548343658447266,-6.009613037109375
horrify,V323,2b,(b) Theme-Experiencer,Bob was horrified by Wendy.,Wendy horrified Bob.,-31.42540168762207,-27.456541061401367,-3.968860626220703
hug,V257,2a,(a) Agent-Patient,Bob was hugged by Wendy.,Wendy hugged Bob.,-31.448631286621094,-27.456222534179688,-3.9924087524414062
hurt,V272,2a,(a) Agent-Patient,Bob was hurt by Wendy.,Wendy hurt Bob.,-33.78184127807617,-27.33884620666504,-6.442995071411133
idolize,V372,2b,(c) Experiencer-Theme,Bob was idolized by Wendy.,Wendy idolized Bob.,-36.76031494140625,-28.684776306152344,-8.075538635253906
ignore,V349,2b,(c) Experiencer-Theme,Bob was ignored by Wendy.,Wendy ignored Bob.,-30.283069610595703,-27.25925064086914,-3.0238189697265625
impress,V324,2a,(b) Theme-Experiencer,Bob was impressed by Wendy.,Wendy impressed Bob.,-33.624000549316406,-23.880855560302734,-9.743144989013672
infuriate,V325,2a,(b) Theme-Experiencer,Bob was infuriated by Wendy.,Wendy infuriated Bob.,-30.803237915039062,-28.03438949584961,-2.768848419189453
inspect,V357,2b,(c) Experiencer-Theme,Bob was inspected by Wendy.,Wendy inspected Bob.,-34.08206558227539,-27.798587799072266,-6.283477783203125
instruct,V269,2b,(a) Agent-Patient,Bob was instructed by Wendy.,Wendy instructed Bob.,-39.28412628173828,-27.732723236083984,-11.551403045654297
insult,V242,2b,(a) Agent-Patient,Bob was insulted by Wendy.,Wendy insulted Bob.,-32.81126403808594,-26.935081481933594,-5.876182556152344
investigate,V358,2a,(c) Experiencer-Theme,Bob was investigated by Wendy.,Wendy investigated Bob.,-32.484275817871094,-27.73517608642578,-4.7490997314453125
irritate,V326,2b,(b) Theme-Experiencer,Bob was irritated by Wendy.,Wendy irritated Bob.,-33.776641845703125,-29.114553451538086,-4.662088394165039
kick,V192,2a,(a) Agent-Patient,Bob was kicked by Wendy.,Wendy kicked Bob.,-30.09881591796875,-26.11638641357422,-3.9824295043945312
kill,V278,2b,(a) Agent-Patient,Bob was killed by Wendy.,Wendy killed Bob.,-28.355907440185547,-22.932804107666016,-5.423103332519531
kiss,V204,2b,(a) Agent-Patient,Bob was kissed by Wendy.,Wendy kissed Bob.,-32.064697265625,-28.592309951782227,-3.4723873138427734
knife,V282,2b,(a) Agent-Patient,Bob was knifed by Wendy.,Wendy knifed Bob.,-34.249977111816406,-31.575347900390625,-2.6746292114257812
knock,V193,2b,(a) Agent-Patient,Bob was knocked by Wendy.,Wendy knocked Bob.,-31.93570327758789,-29.150550842285156,-2.7851524353027344
know,V373,2b,(c) Experiencer-Theme,Bob was known by Wendy.,Wendy knew Bob.,-30.421676635742188,-31.045169830322266,0.6234931945800781
lead,V299,2b,(a) Agent-Patient,Bob was led by Wendy.,Wendy led Bob.,-29.492504119873047,-26.549358367919922,-2.943145751953125
leave,V222,2a,(a) Agent-Patient,Bob was left by Wendy.,Wendy left Bob.,-28.122297286987305,-27.477970123291016,-0.6443271636962891
lick,V205,2a,(a) Agent-Patient,Bob was licked by Wendy.,Wendy licked Bob.,-34.900901794433594,-30.425214767456055,-4.475687026977539
lift,V160,2b,(a) Agent-Patient,Bob was lifted by Wendy.,Wendy lifted Bob.,-36.029598236083984,-30.61487579345703,-5.414722442626953
like,V374,2a,(c) Experiencer-Theme,Bob was liked by Wendy.,Wendy liked Bob.,-28.889446258544922,-26.85295867919922,-2.036487579345703
listen to,V367,2a,(c) Experiencer-Theme,Bob was listened to by Wendy.,Wendy listened to Bob.,-33.25191116333008,-29.790714263916016,-3.4611968994140625
loathe,V392,2b,(c) Experiencer-Theme,Bob was loathed by Wendy.,Wendy loathed Bob.,-40.47642517089844,-33.743316650390625,-6.7331085205078125
look at,V368,2b,(c) Experiencer-Theme,Bob was looked at by Wendy.,Wendy looked at Bob.,-30.657691955566406,-28.66876983642578,-1.988922119140625
love,V375,2b,(c) Experiencer-Theme,Bob was loved by Wendy.,Wendy loved Bob.,-29.452274322509766,-25.194908142089844,-4.257366180419922
lower,V161,2a,(a) Agent-Patient,Bob was lowered by Wendy.,Wendy lowered Bob.,-36.8985595703125,-29.32412338256836,-7.574436187744141
marry,V258,2a,(a) Agent-Patient,Bob was married by Wendy.,Wendy married Bob.,-30.263526916503906,-25.06642723083496,-5.197099685668945
meet,V260,2a,(a) Agent-Patient,Bob was met by Wendy.,Wendy met Bob.,-30.841083526611328,-25.466510772705078,-5.37457275390625
miss,V376,2a,(c) Experiencer-Theme,Bob was missed by Wendy.,Wendy missed Bob.,-35.271575927734375,-28.491201400756836,-6.780374526977539
mock,V243,2a,(a) Agent-Patient,Bob was mocked by Wendy.,Wendy mocked Bob.,-31.541271209716797,-29.627613067626953,-1.9136581420898438
move,V176,2a,(a) Agent-Patient,Bob was moved by Wendy.,Wendy moved Bob.,-35.07319259643555,-25.27373695373535,-9.799455642700195
murder,V279,2a,(a) Agent-Patient,Bob was murdered by Wendy.,Wendy murdered Bob.,-31.973316192626953,-23.915037155151367,-8.058279037475586
notice,V350,2a,(c) Experiencer-Theme,Bob was noticed by Wendy.,Wendy noticed Bob.,-34.33287811279297,-26.414289474487305,-7.918588638305664
observe,V359,2b,(c) Experiencer-Theme,Bob was observed by Wendy.,Wendy observed Bob.,-32.937255859375,-28.455921173095703,-4.481334686279297
overhear,V360,2a,(c) Experiencer-Theme,Bob was overheard by Wendy.,Wendy overheard Bob.,-36.78387451171875,-29.392677307128906,-7.391197204589844
pat,V206,2b,(a) Agent-Patient,Bob was patted by Wendy.,Wendy patted Bob.,-32.79617691040039,-26.589574813842773,-6.206602096557617
photograph,V214,2a,(a) Agent-Patient,Bob was photographed by Wendy.,Wendy photographed Bob.,-34.773502349853516,-27.76263427734375,-7.010868072509766
pinch,V200,2a,(a) Agent-Patient,Bob was pinched by Wendy.,Wendy pinched Bob.,-41.683067321777344,-31.213748931884766,-10.469318389892578
please,V327,2a,(b) Theme-Experiencer,Bob was pleased by Wendy.,Wendy pleased Bob.,-34.01874542236328,-30.079471588134766,-3.9392738342285156
poke,V203,2a,(a) Agent-Patient,Bob was poked by Wendy.,Wendy poked Bob.,-37.24581527709961,-32.477394104003906,-4.768421173095703
praise,V238,2a,(a) Agent-Patient,Bob was praised by Wendy.,Wendy praised Bob.,-31.338274002075195,-28.048908233642578,-3.289365768432617
provoke,V328,2a,(b) Theme-Experiencer,Bob was provoked by Wendy.,Wendy provoked Bob.,-38.23576354980469,-29.250648498535156,-8.985115051269531
pull,V181,2b,(a) Agent-Patient,Bob was pulled by Wendy.,Wendy pulled Bob.,-34.37271499633789,-27.941823959350586,-6.430891036987305
punch,V201,2b,(a) Agent-Patient,Bob was punched by Wendy.,Wendy punched Bob.,-32.01327896118164,-30.80328369140625,-1.2099952697753906
punish,V244,2b,(a) Agent-Patient,Bob was punished by Wendy.,Wendy punished Bob.,-33.75800323486328,-27.492919921875,-6.265083312988281
pursue,V291,2b,(a) Agent-Patient,Bob was pursued by Wendy.,Wendy pursued Bob.,-35.859981536865234,-26.345111846923828,-9.514869689941406
push,V182,2a,(a) Agent-Patient,Bob was pushed by Wendy.,Wendy pushed Bob.,-31.939077377319336,-28.219083786010742,-3.7199935913085938
puzzle,V329,2b,(b) Theme-Experiencer,Bob was puzzled by Wendy.,Wendy puzzled Bob.,-33.04198455810547,-26.475662231445312,-6.566322326660156
quarrel with,V251,2b,(a) Agent-Patient,Bob was quarrelled with by Wendy.,Wendy quarrelled with Bob.,-41.64896774291992,-41.079715728759766,-0.5692520141601562
race,V288,2b,(a) Agent-Patient,Bob was raced by Wendy.,Wendy raced Bob.,-33.75249099731445,-33.534996032714844,-0.21749496459960938
raise,V162,2b,(a) Agent-Patient,Bob was raised by Wendy.,Wendy raised Bob.,-33.74677658081055,-23.44900894165039,-10.297767639160156
reassure,V330,2a,(b) Theme-Experiencer,Bob was reassured by Wendy.,Wendy reassured Bob.,-36.04303741455078,-32.662418365478516,-3.3806190490722656
recognize,V361,2a,(c) Experiencer-Theme,Bob was recognized by Wendy.,Wendy recognized Bob.,-33.08082580566406,-26.771621704101562,-6.3092041015625
record,V215,2b,(a) Agent-Patient,Bob was recorded by Wendy.,Wendy recorded Bob.,-32.41893768310547,-28.381759643554688,-4.037178039550781
remember,V362,2a,(c) Experiencer-Theme,Bob was remembered by Wendy.,Wendy remembered Bob.,-30.906129837036133,-28.610706329345703,-2.2954235076904297
remove,V171,2a,(a) Agent-Patient,Bob was removed by Wendy.,Wendy removed Bob.,-34.700401306152344,-25.973590850830078,-8.726810455322266
repulse,V331,2b,(b) Theme-Experiencer,Bob was repulsed by Wendy.,Wendy repulsed Bob.,-38.44253921508789,-28.1745548248291,-10.267984390258789
rescue,V155,2a,(a) Agent-Patient,Bob was rescued by Wendy.,Wendy rescued Bob.,-31.520137786865234,-24.83382225036621,-6.686315536499023
resent,V393,2a,(c) Experiencer-Theme,Bob was resented by Wendy.,Wendy resented Bob.,-33.91608810424805,-33.58638000488281,-0.3297080993652344
respect,V377,2a,(c) Experiencer-Theme,Bob was respected by Wendy.,Wendy respected Bob.,-34.361061096191406,-29.020221710205078,-5.340839385986328
reward,V231,2a,(a) Agent-Patient,Bob was rewarded by Wendy.,Wendy rewarded Bob.,-32.103233337402344,-28.51070785522461,-3.5925254821777344
rob,V230,2b,(a) Agent-Patient,Bob was robbed by Wendy.,Wendy robbed Bob.,-33.98316955566406,-29.161846160888672,-4.821323394775391
roll,V177,2b,(a) Agent-Patient,Bob was rolled by Wendy.,Wendy rolled Bob.,-34.77442169189453,-30.117597579956055,-4.656824111938477
sadden,V332,2a,(b) Theme-Experiencer,Bob was saddened by Wendy.,Wendy saddened Bob.,-36.18060302734375,-34.438636779785156,-1.7419662475585938
scare,V333,2b,(b) Theme-Experiencer,Bob was scared by Wendy.,Wendy scared Bob.,-30.665117263793945,-28.338520050048828,-2.326597213745117
scold,V245,2a,(a) Agent-Patient,Bob was scolded by Wendy.,Wendy scolded Bob.,-32.955039978027344,-27.51224708557129,-5.442792892456055
scratch,V202,2a,(a) Agent-Patient,Bob was scratched by Wendy.,Wendy scratched Bob.,-33.11235046386719,-27.52987289428711,-5.582477569580078
see,V351,2b,(c) Experiencer-Theme,Bob was seen by Wendy.,Wendy saw Bob.,-32.36036682128906,-28.166519165039062,-4.19384765625
sense,V352,2a,(c) Experiencer-Theme,Bob was sensed by Wendy.,Wendy sensed Bob.,-39.137794494628906,-30.742416381835938,-8.395378112792969
shadow,V292,2a,(a) Agent-Patient,Bob was shadowed by Wendy.,Wendy shadowed Bob.,-34.110816955566406,-27.623455047607422,-6.487361907958984
shake,V216,2a,(a) Agent-Patient,Bob was shaken by Wendy.,Wendy shook Bob.,-32.16189956665039,-30.670713424682617,-1.4911861419677734
shock,V334,2a,(b) Theme-Experiencer,Bob was shocked by Wendy.,Wendy shocked Bob.,-30.638277053833008,-27.805530548095703,-2.8327465057373047
shoot,V221,2a,(a) Agent-Patient,Bob was shot by Wendy.,Wendy shot Bob.,-31.20881462097168,-25.956941604614258,-5.251873016357422
shove,V183,2b,(a) Agent-Patient,Bob was shoved by Wendy.,Wendy shoved Bob.,-34.442543029785156,-30.934593200683594,-3.5079498291015625
sicken,V335,2b,(b) Theme-Experiencer,Bob was sickened by Wendy.,Wendy sickened Bob.,-37.83314514160156,-30.216123580932617,-7.617021560668945
slay,V280,2b,(a) Agent-Patient,Bob was slain by Wendy.,Wendy slayed Bob.,-37.36248016357422,-26.11107635498047,-11.25140380859375
slap,V194,2a,(a) Agent-Patient,Bob was slapped by Wendy.,Wendy slapped Bob.,-38.21133041381836,-28.423784255981445,-9.787546157836914
slide,V178,2a,(a) Agent-Patient,Bob was slid by Wendy.,Wendy slid Bob.,-39.94478988647461,-34.81082534790039,-5.133964538574219
smell,V353,2b,(c) Experiencer-Theme,Bob was smelt by Wendy.,Wendy smelt Bob.,-32.79380798339844,-35.73040008544922,2.9365921020507812
soak,V169,2a,(a) Agent-Patient,Bob was soaked by Wendy.,Wendy soaked Bob.,-43.923805236816406,-32.94482421875,-10.978981018066406
spy on,V364,2a,(c) Experiencer-Theme,Bob was spied on by Wendy.,Wendy spied on Bob.,-38.751651763916016,-31.061992645263672,-7.689659118652344
splash,V165,2a,(a) Agent-Patient,Bob was splashed by Wendy.,Wendy splashed Bob.,-38.891197204589844,-32.89302062988281,-5.998176574707031
splatter,V164,2b,(a) Agent-Patient,Bob was splattered by Wendy.,Wendy splattered Bob.,-39.4153938293457,-37.273780822753906,-2.141613006591797
speak to,V263,2a,(a) Agent-Patient,Bob was spoken to by Wendy.,Wendy spoke to Bob.,-28.949325561523438,-28.711429595947266,-0.23789596557617188
spot,V363,2b,(c) Experiencer-Theme,Bob was spotted by Wendy.,Wendy spotted Bob.,-33.71813201904297,-26.164470672607422,-7.553661346435547
spray,V166,2b,(a) Agent-Patient,Bob was sprayed by Wendy.,Wendy sprayed Bob.,-36.096309661865234,-31.375080108642578,-4.721229553222656
spin,V163,2a,(a) Agent-Patient,Bob was spun by Wendy.,Wendy spun Bob.,-32.531551361083984,-30.820749282836914,-1.7108020782470703
squabble with,V252,2a,(a) Agent-Patient,Bob was squabbled with by Wendy.,Wendy squabbled with Bob.,-41.10551071166992,-40.144493103027344,-0.9610176086425781
squash,V217,2b,(a) Agent-Patient,Bob was squashed by Wendy.,Wendy squashed Bob.,-38.09577178955078,-28.92376708984375,-9.172004699707031
squeeze,V218,2a,(a) Agent-Patient,Bob was squeezed by Wendy.,Wendy squeezed Bob.,-37.39733123779297,-30.8920841217041,-6.505247116088867
squirt,V167,2a,(a) Agent-Patient,Bob was squirted by Wendy.,Wendy squirted Bob.,-44.32952117919922,-32.05306625366211,-12.27645492553711
squish,V219,2b,(a) Agent-Patient,Bob was squished by Wendy.,Wendy squished Bob.,-43.48529052734375,-34.70988845825195,-8.775402069091797
stab,V283,2b,(a) Agent-Patient,Bob was stabbed by Wendy.,Wendy stabbed Bob.,-34.0556526184082,-26.566986083984375,-7.488666534423828
stare at,V369,2a,(c) Experiencer-Theme,Bob was stared at by Wendy.,Wendy stared at Bob.,-32.75175094604492,-30.64476776123047,-2.106983184814453
startle,V336,2a,(b) Theme-Experiencer,Bob was startled by Wendy.,Wendy startled Bob.,-31.03719139099121,-27.230327606201172,-3.806863784790039
stop,V226,2b,(a) Agent-Patient,Bob was stopped by Wendy.,Wendy stopped Bob.,-31.450450897216797,-26.275230407714844,-5.175220489501953
strangle,V284,2a,(a) Agent-Patient,Bob was strangled by Wendy.,Wendy strangled Bob.,-36.49155807495117,-25.89535903930664,-10.596199035644531
stroke,V207,2a,(a) Agent-Patient,Bob was stroked by Wendy.,Wendy stroked Bob.,-35.14397430419922,-34.140953063964844,-1.003021240234375
stun,V337,2b,(b) Theme-Experiencer,Bob was stunned by Wendy.,Wendy stunned Bob.,-29.98894691467285,-24.993366241455078,-4.995580673217773
suffocate,V285,2b,(a) Agent-Patient,Bob was suffocated by Wendy.,Wendy suffocated Bob.,-42.987525939941406,-35.96076202392578,-7.026763916015625
support,V378,2b,(c) Experiencer-Theme,Bob was supported by Wendy.,Wendy supported Bob.,-31.540969848632812,-29.14449691772461,-2.396472930908203
surprise,V338,2a,(b) Theme-Experiencer,Bob was surprised by Wendy.,Wendy surprised Bob.,-32.9305305480957,-25.368560791015625,-7.561969757080078
tail,V293,2b,(a) Agent-Patient,Bob was tailed by Wendy.,Wendy tailed Bob.,-37.12264633178711,-31.15579605102539,-5.966850280761719
talk to,V264,2b,(a) Agent-Patient,Bob was talked to by Wendy.,Wendy talked to Bob.,-30.21045684814453,-26.913137435913086,-3.2973194122314453
tap,V195,2b,(a) Agent-Patient,Bob was tapped by Wendy.,Wendy tapped Bob.,-33.78611755371094,-25.15771484375,-8.628402709960938
teach,V227,2b,(a) Agent-Patient,Bob was taught by Wendy.,Wendy taught Bob.,-35.51525115966797,-26.892038345336914,-8.623212814331055
tease,V339,2a,(b) Theme-Experiencer,Bob was teased by Wendy.,Wendy teased Bob.,-37.89199447631836,-25.566720962524414,-12.325273513793945
terrify,V340,2b,(b) Theme-Experiencer,Bob was terrified by Wendy.,Wendy terrified Bob.,-32.962188720703125,-28.88351821899414,-4.078670501708984
terrorize,V341,2a,(b) Theme-Experiencer,Bob was terrorized by Wendy.,Wendy terrorized Bob.,-35.55415344238281,-28.18625259399414,-7.367900848388672
thank,V239,2a,(a) Agent-Patient,Bob was thanked by Wendy.,Wendy thanked Bob.,-28.794769287109375,-29.594036102294922,0.7992668151855469
threaten,V342,2a,(b) Theme-Experiencer,Bob was threatened by Wendy.,Wendy threatened Bob.,-34.00065612792969,-25.794511795043945,-8.206144332885742
throw,V190,2a,(a) Agent-Patient,Bob was thrown by Wendy.,Wendy threw Bob.,-35.73625183105469,-25.942413330078125,-9.793838500976562
thump,V196,2b,(a) Agent-Patient,Bob was thumped by Wendy.,Wendy thumped Bob.,-37.77149200439453,-30.774505615234375,-6.996986389160156
tickle,V208,2b,(a) Agent-Patient,Bob was tickled by Wendy.,Wendy tickled Bob.,-36.02057647705078,-27.981815338134766,-8.038761138916016
tell off,V246,2b,(a) Agent-Patient,Bob was told off by Wendy.,Wendy told off Bob.,-36.70366668701172,-33.20433044433594,-3.4993362426757812
tolerate,V379,2a,(c) Experiencer-Theme,Bob was tolerated by Wendy.,Wendy tolerated Bob.,-34.35284423828125,-31.43549346923828,-2.9173507690429688
touch,V209,2a,(a) Agent-Patient,Bob was touched by Wendy.,Wendy touched Bob.,-33.99824905395508,-26.00888442993164,-7.9893646240234375
track,V294,2a,(a) Agent-Patient,Bob was tracked by Wendy.,Wendy tracked Bob.,-34.473628997802734,-28.084091186523438,-6.389537811279297
trail,V295,2b,(a) Agent-Patient,Bob was trailed by Wendy.,Wendy trailed Bob.,-33.023860931396484,-30.40679931640625,-2.6170616149902344
trap,V170,2b,(a) Agent-Patient,Bob was trapped by Wendy.,Wendy trapped Bob.,-33.86749267578125,-28.18442153930664,-5.683071136474609
trip,V301,2a,(a) Agent-Patient,Bob was tripped by Wendy.,Wendy tripped Bob.,-40.3528938293457,-29.70842742919922,-10.644466400146484
trust,V380,2a,(c) Experiencer-Theme,Bob was trusted by Wendy.,Wendy trusted Bob.,-32.159542083740234,-29.017669677734375,-3.1418724060058594
understand,V381,2a,(c) Experiencer-Theme,Bob was understood by Wendy.,Wendy understood Bob.,-33.37757873535156,-29.584564208984375,-3.7930145263671875
untie,V211,2b,(a) Agent-Patient,Bob was untied by Wendy.,Wendy untied Bob.,-35.18084716796875,-30.773151397705078,-4.407695770263672
upset,V343,2b,(b) Theme-Experiencer,Bob was upset by Wendy.,Wendy upset Bob.,-31.49692153930664,-25.5621280670166,-5.934793472290039
visit,V261,2b,(a) Agent-Patient,Bob was visited by Wendy.,Wendy visited Bob.,-32.594093322753906,-25.442081451416016,-7.152011871337891
warn,V270,2a,(a) Agent-Patient,Bob was warned by Wendy.,Wendy warned Bob.,-32.40703201293945,-27.59088897705078,-4.816143035888672
wash,V174,2b,(a) Agent-Patient,Bob was washed by Wendy.,Wendy washed Bob.,-37.42058563232422,-32.99358367919922,-4.427001953125
watch,V365,2a,(c) Experiencer-Theme,Bob was watched by Wendy.,Wendy watched Bob.,-32.83562469482422,-29.277114868164062,-3.5585098266601562
welcome,V240,2b,(a) Agent-Patient,Bob was welcomed by Wendy.,Wendy welcomed Bob.,-30.871509552001953,-26.452953338623047,-4.418556213378906
whack,V197,2a,(a) Agent-Patient,Bob was whacked by Wendy.,Wendy whacked Bob.,-33.93903350830078,-29.08245086669922,-4.8565826416015625
wipe,V175,2a,(a) Agent-Patient,Bob was wiped by Wendy.,Wendy wiped Bob.,-34.50975799560547,-30.94286346435547,-3.56689453125
worry,V344,2a,(b) Theme-Experiencer,Bob was worried by Wendy.,Wendy worried Bob.,-37.85995101928711,-30.908187866210938,-6.951763153076172
worship,V382,2b,(c) Experiencer-Theme,Bob was worshiped by Wendy.,Wendy worshiped Bob.,-36.91950225830078,-31.44951629638672,-5.4699859619140625
wow,V345,2b,(b) Theme-Experiencer,Bob was wowed by Wendy.,Wendy wowed Bob.,-35.328399658203125,-28.833721160888672,-6.494678497314453
wash,V174,2a,(a) Agent-Patient,Wendy was washed by Bob.,Bob washed Wendy.,-30.79518699645996,-38.561859130859375,7.766672134399414
watch,V365,2b,(c) Experiencer-Theme,Wendy was watched by Bob.,Bob watched Wendy.,-28.79486656188965,-38.34696578979492,9.552099227905273
welcome,V240,2a,(a) Agent-Patient,Wendy was welcomed by Bob.,Bob welcomed Wendy.,-23.821887969970703,-35.01877212524414,11.196884155273438
